target_index,transform,representation,metric,bp,msp,difference_bp_minus_msp,relative_improvement_percent,msp_win
12,original,layer3_flat,bp_eq2_uniform,0.35282373428344727,0.27791765332221985,0.07490608096122742,21.23045410001754,1.0
13,original,layer3_flat,bp_eq2_uniform,0.35726916790008545,0.3113991320133209,0.045870035886764526,12.839069253091617,1.0
14,original,layer3_flat,bp_eq2_uniform,0.359097957611084,0.2815071642398834,0.07759079337120056,21.607138588913422,1.0
15,original,layer3_flat,bp_eq2_uniform,0.3125126361846924,0.2042078673839569,0.10830476880073547,34.65612466830996,1.0
16,original,layer3_flat,bp_eq2_uniform,0.3173601031303406,0.2455081045627594,0.07185199856758118,22.640526600107947,1.0
17,original,layer3_flat,bp_eq2_uniform,0.35271069407463074,0.2966776192188263,0.05603307485580444,15.886412234438641,1.0
18,original,layer3_flat,bp_eq2_uniform,0.36549195647239685,0.28924059867858887,0.07625135779380798,20.862663717568875,1.0
19,original,layer3_flat,bp_eq2_uniform,0.3857102394104004,0.2874760329723358,0.09823420643806458,25.468394769081435,1.0
20,original,layer3_flat,bp_eq2_uniform,0.3200596868991852,0.23678231239318848,0.0832773745059967,26.019326367699612,1.0
21,original,layer3_flat,bp_eq2_uniform,0.35334086418151855,0.28663578629493713,0.06670507788658142,18.878393259412206,1.0
22,original,layer3_flat,bp_eq2_uniform,0.27986809611320496,0.23856720328330994,0.04130089282989502,14.75727080125685,1.0
23,original,layer3_flat,bp_eq2_uniform,0.3643566071987152,0.284135639667511,0.08022096753120422,22.017157352448564,1.0
24,original,layer3_flat,bp_eq2_uniform,0.35885483026504517,0.2589079737663269,0.09994685649871826,27.851612426289595,1.0
25,original,layer3_flat,bp_eq2_uniform,0.28987669944763184,0.19953523576259613,0.0903414636850357,31.1654796183592,1.0
26,original,layer3_flat,bp_eq2_uniform,0.3312932252883911,0.23208247125148773,0.09921075403690338,29.94650855001362,1.0
27,original,layer3_flat,bp_eq2_uniform,0.3472667336463928,0.25493964552879333,0.09232708811759949,26.586793139634974,1.0
28,original,layer3_flat,bp_eq2_uniform,0.34479084610939026,0.2899772822856903,0.05481356382369995,15.897627341925,1.0
29,original,layer3_flat,bp_eq2_uniform,0.38991183042526245,0.2827942967414856,0.10711753368377686,27.472245088504494,1.0
30,original,layer3_flat,bp_eq2_uniform,0.36274775862693787,0.29665708541870117,0.0660906732082367,18.219457360183004,1.0
31,original,layer3_flat,bp_eq2_uniform,0.3715507686138153,0.28309690952301025,0.08845385909080505,23.806668310920575,1.0
32,original,layer3_flat,bp_eq2_uniform,0.323005735874176,0.2650032043457031,0.0580025315284729,17.957121216846655,1.0
33,original,layer3_flat,bp_eq2_uniform,0.3219304382801056,0.2593335807323456,0.06259685754776001,19.444218410034665,1.0
2,original,layer3_flat,full_normalized_distance,0.8222052037744593,0.7388327824253283,0.08337242134913092,10.140098963895584,1.0
3,original,layer3_flat,full_normalized_distance,0.8364576699969621,0.755053502138702,0.0814041678582601,9.732012841541453,1.0
4,original,layer3_flat,full_normalized_distance,0.8273521271624624,0.7567328401301756,0.07061928703228681,8.535578106797368,1.0
5,original,layer3_flat,full_normalized_distance,0.8681533177743948,0.7305629485892019,0.13759036918519285,15.848625624994698,1.0
6,original,layer3_flat,full_normalized_distance,0.78630369236562,0.6900536620654939,0.09625003030012613,12.240821356241176,1.0
7,original,layer3_flat,full_normalized_distance,0.8527338214056408,0.7161954596693267,0.13653836173631406,16.011838431725977,1.0
8,original,layer3_flat,full_normalized_distance,0.7707163404055762,0.6650817902180696,0.10563455018750667,13.70602187203936,1.0
9,original,layer3_flat,full_normalized_distance,0.893543581033691,0.7673565105417315,0.12618707049195954,14.122094676774411,1.0
10,original,layer3_flat,full_normalized_distance,0.8532632764604332,0.7498609095980975,0.10340236686233573,12.118459766738763,1.0
11,original,layer3_flat,full_normalized_distance,0.7048202423457954,0.6115219491448897,0.09329829320090577,13.23717560810347,1.0
12,original,layer3_flat,full_normalized_distance,0.8400282546241492,0.7455436316168489,0.09448462300730032,11.247791069773333,1.0
13,original,layer3_flat,full_normalized_distance,0.8453036944200415,0.789175686413768,0.05612800800627349,6.639981390914922,1.0
14,original,layer3_flat,full_normalized_distance,0.8474644035133087,0.7503428073086107,0.09712159620469796,11.460256714258342,1.0
15,original,layer3_flat,full_normalized_distance,0.7905853985303453,0.6390741230623517,0.1515112754679936,19.164441406260863,1.0
16,original,layer3_flat,full_normalized_distance,0.7966932949766059,0.7007254877093588,0.09596780726724707,12.045765650625267,1.0
17,original,layer3_flat,full_normalized_distance,0.8398936766932238,0.7702955526534296,0.06959812403979415,8.286539828913655,1.0
18,original,layer3_flat,full_normalized_distance,0.854975972144711,0.7605795141582357,0.09439645798647534,11.04083167969867,1.0
19,original,layer3_flat,full_normalized_distance,0.8783054587219646,0.7582559369663199,0.12004952175564476,13.668311014506722,1.0
20,original,layer3_flat,full_normalized_distance,0.8000746051452766,0.6881603191018623,0.11191428604341436,13.987981286189331,1.0
21,original,layer3_flat,full_normalized_distance,0.8406436393401411,0.7571469953647536,0.08349664397538747,9.932466037669471,1.0
22,original,layer3_flat,full_normalized_distance,0.7481551926080644,0.690749163276091,0.05740602933197336,7.673010880507234,1.0
23,original,layer3_flat,full_normalized_distance,0.8536470080761898,0.7538377009244245,0.09980930715176528,11.692105309029582,1.0
24,original,layer3_flat,full_normalized_distance,0.8471774669631448,0.7195942937048999,0.12758317325824486,15.0597930461298,1.0
25,original,layer3_flat,full_normalized_distance,0.7614153918166244,0.6317202478353787,0.1296951439812457,17.033428188474357,1.0
26,original,layer3_flat,full_normalized_distance,0.8139941342397882,0.6812965158453222,0.13269761839446592,16.30203619565796,1.0
27,original,layer3_flat,full_normalized_distance,0.8333867453306332,0.7140583246889477,0.11932842064168547,14.318492741830276,1.0
28,original,layer3_flat,full_normalized_distance,0.8304105564230145,0.7615474801818863,0.0688630762411282,8.292654242941264,1.0
29,original,layer3_flat,full_normalized_distance,0.8830762486051388,0.7520562435635856,0.1310200050415532,14.836771484722549,1.0
30,original,layer3_flat,full_normalized_distance,0.851760246345106,0.7702688951511688,0.08149135119393724,9.567404858763963,1.0
31,original,layer3_flat,full_normalized_distance,0.862033373615912,0.7524585164951092,0.10957485712080284,12.711208228638483,1.0
32,original,layer3_flat,full_normalized_distance,0.8037483883332843,0.728015390422075,0.07573299791120935,9.422475865632654,1.0
33,original,layer3_flat,full_normalized_distance,0.802409419536069,0.7201855048976556,0.08222391463841339,10.24712729392565,1.0
2,original,layer3_flat,cp_eq1_optimized,0.212022066116333,0.10056469589471817,0.11145737022161484,52.56875959313326,1.0
3,original,layer3_flat,cp_eq1_optimized,0.19826261699199677,0.1508796364068985,0.04738298058509827,23.899099741416194,1.0
4,original,layer3_flat,cp_eq1_optimized,0.21305258572101593,0.154192715883255,0.058859869837760925,27.62692113700012,1.0
5,original,layer3_flat,cp_eq1_optimized,0.22013132274150848,0.14532697200775146,0.07480435073375702,33.981693201042994,1.0
6,original,layer3_flat,cp_eq1_optimized,0.14923980832099915,0.13115942478179932,0.01808038353919983,12.114987108660495,1.0
7,original,layer3_flat,cp_eq1_optimized,0.19270962476730347,0.1361275315284729,0.056582093238830566,29.36132188875347,1.0
8,original,layer3_flat,cp_eq1_optimized,0.1350076049566269,0.09643954783678055,0.038568057119846344,28.56732191638479,1.0
9,original,layer3_flat,cp_eq1_optimized,0.22926819324493408,0.13783018290996552,0.09143801033496857,39.88255372034261,1.0
10,original,layer3_flat,cp_eq1_optimized,0.15968380868434906,0.09809385985136032,0.06158994883298874,38.569939770380486,1.0
11,original,layer3_flat,cp_eq1_optimized,0.17868195474147797,0.09382645785808563,0.08485549688339233,47.489684677833715,1.0
12,original,layer3_flat,cp_eq1_optimized,0.24105636775493622,0.20615585148334503,0.034900516271591187,14.478155709592007,1.0
13,original,layer3_flat,cp_eq1_optimized,0.2107321172952652,0.16435140371322632,0.04638071358203888,22.00932357967671,1.0
14,original,layer3_flat,cp_eq1_optimized,0.2546057105064392,0.1613081693649292,0.09329754114151001,36.64393110255239,1.0
15,original,layer3_flat,cp_eq1_optimized,0.24671585857868195,0.1412782371044159,0.10543762147426605,42.73645888888525,1.0
16,original,layer3_flat,cp_eq1_optimized,0.1907408982515335,0.10027191787958145,0.09046898037195206,47.4303000566636,1.0
17,original,layer3_flat,cp_eq1_optimized,0.18740735948085785,0.15507419407367706,0.032333165407180786,17.252879234078762,1.0
18,original,layer3_flat,cp_eq1_optimized,0.21000833809375763,0.17704476416110992,0.032963573932647705,15.696316742325843,1.0
19,original,layer3_flat,cp_eq1_optimized,0.24714528024196625,0.13218402862548828,0.11496125161647797,46.51565731033205,1.0
20,original,layer3_flat,cp_eq1_optimized,0.2311115264892578,0.1287478357553482,0.1023636907339096,44.29190196111859,1.0
21,original,layer3_flat,cp_eq1_optimized,0.21347467601299286,0.176893413066864,0.036581262946128845,17.136113579922245,1.0
22,original,layer3_flat,cp_eq1_optimized,0.17544041574001312,0.13221977651119232,0.0432206392288208,24.635508897005543,1.0
23,original,layer3_flat,cp_eq1_optimized,0.1912917196750641,0.12906262278556824,0.06222909688949585,32.53099349771931,1.0
24,original,layer3_flat,cp_eq1_optimized,0.2069377303123474,0.13248750567436218,0.07445022463798523,35.977114722023806,1.0
25,original,layer3_flat,cp_eq1_optimized,0.22394703328609467,0.13695724308490753,0.08698979020118713,38.843912743272796,1.0
26,original,layer3_flat,cp_eq1_optimized,0.218660369515419,0.14227667450904846,0.07638369500637054,34.93257382455624,1.0
27,original,layer3_flat,cp_eq1_optimized,0.15724852681159973,0.12375907599925995,0.03348945081233978,21.297147573440032,1.0
28,original,layer3_flat,cp_eq1_optimized,0.14757725596427917,0.10459316521883011,0.042984090745449066,29.126500871897242,1.0
29,original,layer3_flat,cp_eq1_optimized,0.2289896160364151,0.16306756436824799,0.06592205166816711,28.788227522682064,1.0
30,original,layer3_flat,cp_eq1_optimized,0.24090106785297394,0.16690093278884888,0.07400013506412506,30.718060207595855,1.0
31,original,layer3_flat,cp_eq1_optimized,0.17844003438949585,0.1399735063314438,0.03846652805805206,21.557117599446553,1.0
32,original,layer3_flat,cp_eq1_optimized,0.1984511911869049,0.16932235658168793,0.02912883460521698,14.678085039880731,1.0
33,original,layer3_flat,cp_eq1_optimized,0.20304879546165466,0.16595178842544556,0.037097007036209106,18.26999611186174,1.0
2,original,layer4_pooled,bp_eq2_uniform,0.4619673192501068,0.3807946443557739,0.08117267489433289,17.571085986325084,1.0
3,original,layer4_pooled,bp_eq2_uniform,0.44627103209495544,0.3952094614505768,0.05106157064437866,11.441829509874978,1.0
4,original,layer4_pooled,bp_eq2_uniform,0.4701465666294098,0.3957670032978058,0.074379563331604,15.820505478683001,1.0
5,original,layer4_pooled,bp_eq2_uniform,0.5475494265556335,0.36905980110168457,0.17848962545394897,32.597901996978464,1.0
6,original,layer4_pooled,bp_eq2_uniform,0.39611345529556274,0.30292007327079773,0.09319338202476501,23.526941783634406,1.0
7,original,layer4_pooled,bp_eq2_uniform,0.497337281703949,0.3668133318424225,0.1305239498615265,26.24455367875705,1.0
8,original,layer4_pooled,bp_eq2_uniform,0.40012118220329285,0.2860438823699951,0.11407729983329773,28.51068748843505,1.0
9,original,layer4_pooled,bp_eq2_uniform,0.5091473460197449,0.37752822041511536,0.13161912560462952,25.850891030524352,1.0
10,original,layer4_pooled,bp_eq2_uniform,0.44055426120758057,0.3574838936328888,0.08307036757469177,18.855876537614986,1.0
11,original,layer4_pooled,bp_eq2_uniform,0.38778334856033325,0.27428022027015686,0.11350312829017639,29.26972721012138,1.0
12,original,layer4_pooled,bp_eq2_uniform,0.39134934544563293,0.28648945689201355,0.10485988855361938,26.794445876470437,1.0
13,original,layer4_pooled,bp_eq2_uniform,0.44259247183799744,0.39567050337791443,0.04692196846008301,10.601619197253742,1.0
14,original,layer4_pooled,bp_eq2_uniform,0.45839494466781616,0.3608752489089966,0.09751969575881958,21.274164755302042,1.0
15,original,layer4_pooled,bp_eq2_uniform,0.404666543006897,0.24403609335422516,0.16063044965267181,39.69452192877165,1.0
16,original,layer4_pooled,bp_eq2_uniform,0.48896610736846924,0.3647569715976715,0.12420913577079773,25.402401904503307,1.0
17,original,layer4_pooled,bp_eq2_uniform,0.4659968316555023,0.40688908100128174,0.05910775065422058,12.684152903809945,1.0
18,original,layer4_pooled,bp_eq2_uniform,0.4461882412433624,0.3986942172050476,0.04749402403831482,10.64439168227742,1.0
19,original,layer4_pooled,bp_eq2_uniform,0.6408292651176453,0.48878878355026245,0.1520404815673828,23.725583371919434,1.0
20,original,layer4_pooled,bp_eq2_uniform,0.4881580173969269,0.3633553385734558,0.12480267882347107,25.56604098990695,1.0
21,original,layer4_pooled,bp_eq2_uniform,0.4186333119869232,0.3523333668708801,0.06629994511604309,15.837235885794898,1.0
22,original,layer4_pooled,bp_eq2_uniform,0.5785980224609375,0.49571457505226135,0.08288344740867615,14.324875680702583,1.0
23,original,layer4_pooled,bp_eq2_uniform,0.4785560071468353,0.3972877264022827,0.08126828074455261,16.981979022456873,1.0
24,original,layer4_pooled,bp_eq2_uniform,0.4503525197505951,0.3273699879646301,0.12298253178596497,27.308058996494463,1.0
25,original,layer4_pooled,bp_eq2_uniform,0.39216795563697815,0.25951477885246277,0.13265317678451538,33.82560325937784,1.0
26,original,layer4_pooled,bp_eq2_uniform,0.41706469655036926,0.28491225838661194,0.13215243816375732,31.686316117499604,1.0
27,original,layer4_pooled,bp_eq2_uniform,0.46301528811454773,0.36641350388526917,0.09660178422927856,20.863627337758903,1.0
28,original,layer4_pooled,bp_eq2_uniform,0.4232008457183838,0.3785654604434967,0.044635385274887085,10.547092645576596,1.0
29,original,layer4_pooled,bp_eq2_uniform,0.5573256611824036,0.4175250828266144,0.13980057835578918,25.084181133691583,1.0
30,original,layer4_pooled,bp_eq2_uniform,0.4762836992740631,0.4003222584724426,0.07596144080162048,15.948780299900895,1.0
31,original,layer4_pooled,bp_eq2_uniform,0.42923685908317566,0.3727943003177643,0.05644255876541138,13.14951350772574,1.0
32,original,layer4_pooled,bp_eq2_uniform,0.4358447194099426,0.3801313638687134,0.05571335554122925,12.782845141849497,1.0
33,original,layer4_pooled,bp_eq2_uniform,0.4346647560596466,0.3807139992713928,0.053950756788253784,12.412038481612322,1.0
2,original,layer4_pooled,full_normalized_distance,0.961215188446486,0.8726908322605136,0.08852435618597243,9.209629357704305,1.0
3,original,layer4_pooled,full_normalized_distance,0.9447444438523631,0.8890550730416837,0.05568937081067937,5.894649200956096,1.0
4,original,layer4_pooled,full_normalized_distance,0.9696871316351576,0.8896819693551239,0.08000516228003374,8.250616066755537,1.0
5,original,layer4_pooled,full_normalized_distance,1.046469709600458,0.8591388724783492,0.18733083712210885,17.90121925205582,1.0
6,original,layer4_pooled,full_normalized_distance,0.8900712952292785,0.7783573385930111,0.11171395663626738,12.551124526194819,1.0
7,original,layer4_pooled,full_normalized_distance,0.9973337271986233,0.8565200894811779,0.14081363771744548,14.11900890114595,1.0
8,original,layer4_pooled,full_normalized_distance,0.894562666562039,0.7563648357373511,0.13819783082468784,15.448647254155132,1.0
9,original,layer4_pooled,full_normalized_distance,1.0091058874268297,0.8689398372903793,0.14016605013645045,13.890123116190319,1.0
10,original,layer4_pooled,full_normalized_distance,0.9386738104449069,0.84555767826079,0.09311613218411696,9.919966994698951,1.0
11,original,layer4_pooled,full_normalized_distance,0.8806626466023562,0.7406486620120999,0.14001398459025627,15.898708220483606,1.0
12,original,layer4_pooled,full_normalized_distance,0.8847026002512177,0.7569537064999596,0.12774889375125809,14.439755655158974,1.0
13,original,layer4_pooled,full_normalized_distance,0.9408426774312456,0.889573497107366,0.051269180323879615,5.4492830261275795,1.0
14,original,layer4_pooled,full_normalized_distance,0.9574914565340165,0.8495590019639561,0.1079324545700604,11.272419595329643,1.0
15,original,layer4_pooled,full_normalized_distance,0.8996294159340245,0.6986216334386234,0.20100778249540108,22.34339817428989,1.0
16,original,layer4_pooled,full_normalized_distance,0.988904552895242,0.8541158839380889,0.13478866895715313,13.63009893749528,1.0
17,original,layer4_pooled,full_normalized_distance,0.965398188993021,0.9020965369640677,0.06330165202895333,6.557051043871947,1.0
18,original,layer4_pooled,full_normalized_distance,0.9446568067222746,0.8929660880515538,0.05169071867072084,5.471904537481726,1.0
19,original,layer4_pooled,full_normalized_distance,1.1321035863538682,0.988725223254937,0.14337836309893126,12.664774215633303,1.0
20,original,layer4_pooled,full_normalized_distance,0.9880870583070369,0.8524732706348696,0.13561378767216736,13.724882492073856,1.0
21,original,layer4_pooled,full_normalized_distance,0.9150227450582015,0.8394443005594595,0.07557844449874196,8.25973396911047,1.0
22,original,layer4_pooled,full_normalized_distance,1.0757304703883195,0.9957053530560749,0.0800251173322446,7.4391420095484095,1.0
23,original,layer4_pooled,full_normalized_distance,0.9783210180169241,0.8913896189683641,0.08693139904855995,8.88577444903338,1.0
24,original,layer4_pooled,full_normalized_distance,0.9490548137495485,0.8091600434581901,0.13989477029135833,14.740431033536547,1.0
25,original,layer4_pooled,full_normalized_distance,0.885627411089989,0.720437060196743,0.16519035089324596,18.65235299004023,1.0
26,original,layer4_pooled,full_normalized_distance,0.9133068449873452,0.7548672179749388,0.15843962701240633,17.34790753861351,1.0
27,original,layer4_pooled,full_normalized_distance,0.9623048250056192,0.8560531570939612,0.10625166791165797,11.041373289479985,1.0
28,original,layer4_pooled,full_normalized_distance,0.9200009192586536,0.8701327030327003,0.04986821622595328,5.4204528693388045,1.0
29,original,layer4_pooled,full_normalized_distance,1.0557704875420637,0.913810793136757,0.14195969440530676,13.4460752673309,1.0
30,original,layer4_pooled,full_normalized_distance,0.9759955935085599,0.8947874143867275,0.08120817912183242,8.320547721923397,1.0
31,original,layer4_pooled,full_normalized_distance,0.9265385680943623,0.8634747249546616,0.0630638431397007,6.806391585979827,1.0
32,original,layer4_pooled,full_normalized_distance,0.9336431003439619,0.8719304603793967,0.06171263996456522,6.60987479495791,1.0
33,original,layer4_pooled,full_normalized_distance,0.932378416802584,0.8725984176829487,0.059779999119635385,6.411559731785244,1.0
2,original,layer4_pooled,cp_eq1_optimized,0.14914430677890778,0.017588656395673752,0.13155565038323402,88.206954206687,1.0
3,original,layer4_pooled,cp_eq1_optimized,0.09371275454759598,0.1209779754281044,-0.027265220880508423,-29.094461060121418,0.0
4,original,layer4_pooled,cp_eq1_optimized,0.08231807500123978,0.04283510148525238,0.039482973515987396,47.96391742021799,1.0
5,original,layer4_pooled,cp_eq1_optimized,0.04218021780252457,0.014688807539641857,0.02749141026288271,65.17607469676351,1.0
6,original,layer4_pooled,cp_eq1_optimized,0.0565253421664238,0.07262735813856125,-0.01610201597213745,-28.48636621153835,0.0
7,original,layer4_pooled,cp_eq1_optimized,0.026551377028226852,0.024605311453342438,0.0019460655748844147,7.329433696573447,1.0
8,original,layer4_pooled,cp_eq1_optimized,0.06214802339673042,0.03545065596699715,0.026697367429733276,42.95770962638248,1.0
9,original,layer4_pooled,cp_eq1_optimized,0.036753762513399124,0.023178910836577415,0.013574851676821709,36.934590496696636,1.0
10,original,layer4_pooled,cp_eq1_optimized,0.13635551929473877,0.047617342323064804,0.08873817697167397,65.07853692318204,1.0
11,original,layer4_pooled,cp_eq1_optimized,0.054739054292440414,0.046104129403829575,0.00863492488861084,15.774706012130713,1.0
12,original,layer4_pooled,cp_eq1_optimized,0.1016867607831955,0.06697752326726913,0.03470923751592636,34.133487238902184,1.0
13,original,layer4_pooled,cp_eq1_optimized,0.08056575804948807,0.05213966593146324,0.028426092118024826,35.283093966807925,1.0
14,original,layer4_pooled,cp_eq1_optimized,0.06629364937543869,0.03433220833539963,0.03196144104003906,48.21191975501415,1.0
15,original,layer4_pooled,cp_eq1_optimized,0.12046586722135544,0.053615037351846695,0.06685082986950874,55.4935862007416,1.0
16,original,layer4_pooled,cp_eq1_optimized,0.07571399211883545,0.03424292057752609,0.04147107154130936,54.77332574892035,1.0
17,original,layer4_pooled,cp_eq1_optimized,0.18513579666614532,0.10892245173454285,0.07621334493160248,41.16618520221999,1.0
18,original,layer4_pooled,cp_eq1_optimized,0.1857205629348755,0.17013128101825714,0.015589281916618347,8.393945005433201,1.0
19,original,layer4_pooled,cp_eq1_optimized,0.1734587848186493,0.03969084843993187,0.13376793637871742,77.11799463936073,1.0
20,original,layer4_pooled,cp_eq1_optimized,0.09716913849115372,0.11401926726102829,-0.016850128769874573,-17.341029293200123,0.0
21,original,layer4_pooled,cp_eq1_optimized,0.11932160705327988,0.0658712387084961,0.05345036834478378,44.79521325963117,1.0
22,original,layer4_pooled,cp_eq1_optimized,0.03814911097288132,0.05919027701020241,-0.02104116603732109,-55.15506259563131,0.0
23,original,layer4_pooled,cp_eq1_optimized,0.11152356117963791,0.05880238115787506,0.05272118002176285,47.273580097006445,1.0
24,original,layer4_pooled,cp_eq1_optimized,0.1179855689406395,0.06927095353603363,0.048714615404605865,41.288621855696704,1.0
25,original,layer4_pooled,cp_eq1_optimized,0.16681548953056335,0.11115965992212296,0.0556558296084404,33.36370607113777,1.0
26,original,layer4_pooled,cp_eq1_optimized,0.07488512992858887,0.0615202933549881,0.013364836573600769,17.84711675891746,1.0
27,original,layer4_pooled,cp_eq1_optimized,0.0245150625705719,0.016972621902823448,0.007542440667748451,30.766556869794815,1.0
28,original,layer4_pooled,cp_eq1_optimized,0.07833594083786011,0.038160290569067,0.040175650268793106,51.28635698834062,1.0
29,original,layer4_pooled,cp_eq1_optimized,0.23609453439712524,0.15033188462257385,0.08576264977455139,36.325554927896036,1.0
30,original,layer4_pooled,cp_eq1_optimized,0.042507242411375046,0.023810673505067825,0.01869656890630722,43.984431464469985,1.0
31,original,layer4_pooled,cp_eq1_optimized,0.032338984310626984,0.1279226690530777,-0.09558368474245071,-295.5679863701999,0.0
32,original,layer4_pooled,cp_eq1_optimized,0.07032116502523422,0.16024655103683472,-0.0899253860116005,-127.87812314834753,0.0
33,original,layer4_pooled,cp_eq1_optimized,0.13499754667282104,0.18486550450325012,-0.04986795783042908,-36.93989932344419,0.0
2,rotate_+10,concat,bp_eq2_uniform,0.3707432448863983,0.2949388325214386,0.07580441236495972,20.446606488537086,1.0
3,rotate_+10,concat,bp_eq2_uniform,0.35966384410858154,0.2729424238204956,0.08672142028808594,24.11179819944978,1.0
4,rotate_+10,concat,bp_eq2_uniform,0.3626236915588379,0.29558566212654114,0.06703802943229675,18.486941419610627,1.0
5,rotate_+10,concat,bp_eq2_uniform,0.3937014639377594,0.27452003955841064,0.11918142437934875,30.272029772763947,1.0
6,rotate_+10,concat,bp_eq2_uniform,0.31866899132728577,0.25130659341812134,0.06736239790916443,21.13867358991612,1.0
7,rotate_+10,concat,bp_eq2_uniform,0.39972159266471863,0.29351842403411865,0.10620316863059998,26.569284867084015,1.0
8,rotate_+10,concat,bp_eq2_uniform,0.24241307377815247,0.20153021812438965,0.04088285565376282,16.864954936798767,1.0
9,rotate_+10,concat,bp_eq2_uniform,0.40149545669555664,0.3061549961566925,0.09534046053886414,23.746336091399616,1.0
10,rotate_+10,concat,bp_eq2_uniform,0.3841821253299713,0.2819654941558838,0.10221663117408752,26.606295408988206,1.0
11,rotate_+10,concat,bp_eq2_uniform,0.26739946007728577,0.2095385193824768,0.05786094069480896,21.638390996701784,1.0
12,rotate_+10,concat,bp_eq2_uniform,0.36014071106910706,0.2837165892124176,0.07642412185668945,21.22062835651266,1.0
13,rotate_+10,concat,bp_eq2_uniform,0.38409101963043213,0.317867249250412,0.06622377038002014,17.241686734453584,1.0
14,rotate_+10,concat,bp_eq2_uniform,0.3754090964794159,0.31254565715789795,0.06286343932151794,16.74531595288538,1.0
15,rotate_+10,concat,bp_eq2_uniform,0.2820887863636017,0.21565811336040497,0.06643067300319672,23.549561774261605,1.0
16,rotate_+10,concat,bp_eq2_uniform,0.314904123544693,0.22220627963542938,0.09269784390926361,29.436846639390875,1.0
17,rotate_+10,concat,bp_eq2_uniform,0.36873918771743774,0.29443490505218506,0.07430428266525269,20.15090479669604,1.0
18,rotate_+10,concat,bp_eq2_uniform,0.394648015499115,0.30123767256736755,0.09341034293174744,23.66927977919104,1.0
19,rotate_+10,concat,bp_eq2_uniform,0.34346815943717957,0.23349972069263458,0.10996843874454498,32.017069333129285,1.0
20,rotate_+10,concat,bp_eq2_uniform,0.29325342178344727,0.2169443666934967,0.07630905508995056,26.021539535876485,1.0
21,rotate_+10,concat,bp_eq2_uniform,0.3515763282775879,0.2746050953865051,0.07697123289108276,21.893178436658292,1.0
22,rotate_+10,concat,bp_eq2_uniform,0.3095330595970154,0.25144582986831665,0.05808722972869873,18.766082629149693,1.0
23,rotate_+10,concat,bp_eq2_uniform,0.3742513954639435,0.29450130462646484,0.07975009083747864,21.30923005334496,1.0
24,rotate_+10,concat,bp_eq2_uniform,0.3918214738368988,0.27794742584228516,0.11387404799461365,29.062737904386704,1.0
25,rotate_+10,concat,bp_eq2_uniform,0.3124449551105499,0.20991501212120056,0.10252994298934937,32.81536197399758,1.0
26,rotate_+10,concat,bp_eq2_uniform,0.3446468412876129,0.2434626966714859,0.10118414461612701,29.35879065010602,1.0
27,rotate_+10,concat,bp_eq2_uniform,0.3709748089313507,0.2829819321632385,0.08799287676811218,23.71936709701444,1.0
28,rotate_+10,concat,bp_eq2_uniform,0.36197182536125183,0.28989464044570923,0.0720771849155426,19.912374352177732,1.0
29,rotate_+10,concat,bp_eq2_uniform,0.4037187993526459,0.2783242464065552,0.1253945529460907,31.059874632255788,1.0
30,rotate_+10,concat,bp_eq2_uniform,0.3319981098175049,0.2626355290412903,0.0693625807762146,20.892462554721593,1.0
31,rotate_+10,concat,bp_eq2_uniform,0.3768235445022583,0.28526780009269714,0.09155574440956116,24.296715464065038,1.0
32,rotate_+10,concat,bp_eq2_uniform,0.3708544373512268,0.303602933883667,0.06725150346755981,18.13420487771764,1.0
33,rotate_+10,concat,bp_eq2_uniform,0.3680517077445984,0.26993510127067566,0.09811660647392273,26.658375551334778,1.0
2,rotate_+10,concat,full_normalized_distance,0.8610960978734004,0.7680349373842815,0.09306116048911883,10.807290930575412,1.0
3,rotate_+10,concat,full_normalized_distance,0.8481318813823491,0.7388402044021367,0.10929167698021236,12.886165392338713,1.0
4,rotate_+10,concat,full_normalized_distance,0.8516145742750507,0.7688766638759966,0.0827379103990541,9.715417384606035,1.0
5,rotate_+10,concat,full_normalized_distance,0.887357271833346,0.7409723875535588,0.14638488427978724,16.49672447910189,1.0
6,rotate_+10,concat,full_normalized_distance,0.7983345054891287,0.7089521752814097,0.08938233020771891,11.196100079983843,1.0
7,rotate_+10,concat,full_normalized_distance,0.8941158679552876,0.7661832992621526,0.12793256869313507,14.308276284767778,1.0
8,rotate_+10,concat,full_normalized_distance,0.6962945838912614,0.6348704090196513,0.061424174871610115,8.821578724374275,1.0
9,rotate_+10,concat,full_normalized_distance,0.8960976026031502,0.7825023912509054,0.11359521135224482,12.676656094394813,1.0
10,rotate_+10,concat,full_normalized_distance,0.8765638885215057,0.7509533862442912,0.1256105022772145,14.329874173682601,1.0
11,rotate_+10,concat,full_normalized_distance,0.7312994736457641,0.6473615981543496,0.08393787549141452,11.47790727550265,1.0
12,rotate_+10,concat,full_normalized_distance,0.848693950808072,0.7532816063231832,0.09541234448488878,11.242255750018112,1.0
13,rotate_+10,concat,full_normalized_distance,0.8764599473226738,0.7973296046810403,0.07913034264163354,9.028403737474036,1.0
14,rotate_+10,concat,full_normalized_distance,0.8664976589459615,0.7906271651769853,0.07587049376897625,8.755995239638645,1.0
15,rotate_+10,concat,full_normalized_distance,0.7511175492073151,0.6567466990558917,0.09437085015142344,12.564058748313256,1.0
16,rotate_+10,concat,full_normalized_distance,0.793604591146867,0.6666427523575568,0.12696183878931022,15.998123020643447,1.0
