target_index,transform,representation,metric,bp,msp,difference_bp_minus_msp,relative_improvement_percent,msp_win
15,rotate_+10,layer4_pooled,full_normalized_distance,0.9323501604082619,0.6977024152802233,0.23464774512803865,25.16734110122728,1.0
16,rotate_+10,layer4_pooled,full_normalized_distance,1.0038544162772234,0.8698118896569946,0.13404252662022875,13.352785468354025,1.0
17,rotate_+10,layer4_pooled,full_normalized_distance,0.964216793084898,0.907360645975755,0.056856147109142996,5.89661448720256,1.0
18,rotate_+10,layer4_pooled,full_normalized_distance,0.9504635972161302,0.8937374407546054,0.05672615646152479,5.96826187006149,1.0
19,rotate_+10,layer4_pooled,full_normalized_distance,1.2120533877690995,1.037892134223504,0.17416125354559564,14.369107442207016,1.0
20,rotate_+10,layer4_pooled,full_normalized_distance,0.974676431860278,0.8563413306764037,0.11833510118387425,12.14096261237149,1.0
21,rotate_+10,layer4_pooled,full_normalized_distance,0.9338526027742231,0.8565977476341995,0.07725485514002361,8.272703305686319,1.0
22,rotate_+10,layer4_pooled,full_normalized_distance,1.096264591620147,1.0431749804335566,0.05308961118659039,4.84277350489647,1.0
23,rotate_+10,layer4_pooled,full_normalized_distance,0.9926393336159617,0.9046578397484212,0.0879814938675405,8.86338984240682,1.0
24,rotate_+10,layer4_pooled,full_normalized_distance,0.9774595489327447,0.8332299923398911,0.14422955659285353,14.755552467637704,1.0
25,rotate_+10,layer4_pooled,full_normalized_distance,0.9396439515131433,0.7898908742549196,0.14975307725822373,15.937215050116746,1.0
26,rotate_+10,layer4_pooled,full_normalized_distance,1.075120027627968,0.8997372389384235,0.1753827886895445,16.312856628327122,1.0
27,rotate_+10,layer4_pooled,full_normalized_distance,0.9810116849022567,0.8791454074573262,0.10186627744493049,10.38379858390536,1.0
28,rotate_+10,layer4_pooled,full_normalized_distance,0.9237712173193273,0.8744670062027119,0.049304211116615426,5.3372750949782715,1.0
29,rotate_+10,layer4_pooled,full_normalized_distance,1.0551902985357486,0.9092859847295592,0.1459043138061894,13.827298640682873,1.0
30,rotate_+10,layer4_pooled,full_normalized_distance,0.9701070509661911,0.8838035961663242,0.0863034547998669,8.896281571587679,1.0
31,rotate_+10,layer4_pooled,full_normalized_distance,0.9345263687054781,0.83887709943713,0.09564926926834816,10.235053014153127,1.0
32,rotate_+10,layer4_pooled,full_normalized_distance,0.9693462321318738,0.9230873412222926,0.04625889090958113,4.772174211457621,1.0
33,rotate_+10,layer4_pooled,full_normalized_distance,0.9771927897642868,0.9070819127590519,0.07011087700523488,7.1747231190761145,1.0
2,rotate_+10,layer4_pooled,cp_eq1_optimized,0.16654451191425323,0.020721834152936935,0.1458226777613163,87.55778025007433,1.0
3,rotate_+10,layer4_pooled,cp_eq1_optimized,0.0674145519733429,0.10195519030094147,-0.03454063832759857,-51.23617574547449,0.0
4,rotate_+10,layer4_pooled,cp_eq1_optimized,0.10150505602359772,0.05767055228352547,0.04383450374007225,43.18455203792985,1.0
5,rotate_+10,layer4_pooled,cp_eq1_optimized,0.035994015634059906,0.020363375544548035,0.01563064008951187,43.42566344358331,1.0
6,rotate_+10,layer4_pooled,cp_eq1_optimized,0.056340910494327545,0.0691971704363823,-0.012856259942054749,-22.818693963280808,0.0
7,rotate_+10,layer4_pooled,cp_eq1_optimized,0.03943226858973503,0.04006918519735336,-0.0006369166076183319,-1.6152167511051627,0.0
8,rotate_+10,layer4_pooled,cp_eq1_optimized,0.03800873085856438,0.03426295518875122,0.003745775669813156,9.85504010553034,1.0
9,rotate_+10,layer4_pooled,cp_eq1_optimized,0.09159805625677109,0.022347504273056984,0.0692505519837141,75.60264356356247,1.0
10,rotate_+10,layer4_pooled,cp_eq1_optimized,0.12207524478435516,0.0359857976436615,0.08608944714069366,70.52162565151083,1.0
11,rotate_+10,layer4_pooled,cp_eq1_optimized,0.06633101403713226,0.05728422850370407,0.009046785533428192,13.638847022943732,1.0
12,rotate_+10,layer4_pooled,cp_eq1_optimized,0.10341409593820572,0.0646892860531807,0.038724809885025024,37.446355386397485,1.0
13,rotate_+10,layer4_pooled,cp_eq1_optimized,0.09724239259958267,0.050667647272348404,0.04657474532723427,47.89551560967577,1.0
14,rotate_+10,layer4_pooled,cp_eq1_optimized,0.09773584455251694,0.061317019164562225,0.03641882538795471,37.262506457406175,1.0
15,rotate_+10,layer4_pooled,cp_eq1_optimized,0.08732659369707108,0.04320541396737099,0.04412117972970009,50.52433383838108,1.0
16,rotate_+10,layer4_pooled,cp_eq1_optimized,0.07146121561527252,0.034631483256816864,0.03682973235845566,51.53807144314672,1.0
17,rotate_+10,layer4_pooled,cp_eq1_optimized,0.21545276045799255,0.1380222886800766,0.07743047177791595,35.93849139503293,1.0
18,rotate_+10,layer4_pooled,cp_eq1_optimized,0.17202228307724,0.1579698920249939,0.014052391052246094,8.168936489381855,1.0
19,rotate_+10,layer4_pooled,cp_eq1_optimized,0.16474883258342743,0.05706057325005531,0.10768825933337212,65.36511224028615,1.0
20,rotate_+10,layer4_pooled,cp_eq1_optimized,0.1308675855398178,0.1466398984193802,-0.015772312879562378,-12.052115743086715,0.0
21,rotate_+10,layer4_pooled,cp_eq1_optimized,0.11753135919570923,0.06414564698934555,0.05338571220636368,45.42252601453657,1.0
22,rotate_+10,layer4_pooled,cp_eq1_optimized,0.02739715203642845,0.07258941978216171,-0.04519226774573326,-164.95242893857773,0.0
23,rotate_+10,layer4_pooled,cp_eq1_optimized,0.12785613536834717,0.07900141179561615,0.04885472357273102,38.21069941743576,1.0
24,rotate_+10,layer4_pooled,cp_eq1_optimized,0.10181071609258652,0.04771329462528229,0.05409742146730423,53.13529218041916,1.0
25,rotate_+10,layer4_pooled,cp_eq1_optimized,0.16109555959701538,0.12845420837402344,0.03264135122299194,20.262104867721053,1.0
26,rotate_+10,layer4_pooled,cp_eq1_optimized,0.10574761033058167,0.07339733839035034,0.03235027194023132,30.591964999297833,1.0
27,rotate_+10,layer4_pooled,cp_eq1_optimized,0.026786433532834053,0.019586022943258286,0.0072004105895757675,26.880811066097696,1.0
28,rotate_+10,layer4_pooled,cp_eq1_optimized,0.08277961611747742,0.04056443274021149,0.04221518337726593,50.99707555643398,1.0
29,rotate_+10,layer4_pooled,cp_eq1_optimized,0.23017501831054688,0.14459459483623505,0.08558042347431183,37.18058723404852,1.0
30,rotate_+10,layer4_pooled,cp_eq1_optimized,0.048649996519088745,0.02298165112733841,0.025668345391750336,52.7612481557964,1.0
31,rotate_+10,layer4_pooled,cp_eq1_optimized,0.02097843587398529,0.06767715513706207,-0.04669871926307678,-222.60343688806842,0.0
32,rotate_+10,layer4_pooled,cp_eq1_optimized,0.08758437633514404,0.20592652261257172,-0.11834214627742767,-135.11787287636437,0.0
33,rotate_+10,layer4_pooled,cp_eq1_optimized,0.10894954949617386,0.15810979902744293,-0.049160249531269073,-45.12203103010011,0.0
2,rotate_-10,concat,bp_eq2_uniform,0.3598878085613251,0.28613555431365967,0.0737522542476654,20.493123827197678,1.0
3,rotate_-10,concat,bp_eq2_uniform,0.36638063192367554,0.2873286008834839,0.07905203104019165,21.576476525223097,1.0
4,rotate_-10,concat,bp_eq2_uniform,0.3359386622905731,0.27477070689201355,0.06116795539855957,18.208072563398414,1.0
5,rotate_-10,concat,bp_eq2_uniform,0.3773934245109558,0.26481571793556213,0.11257770657539368,29.830330700906853,1.0
6,rotate_-10,concat,bp_eq2_uniform,0.3257152736186981,0.25751304626464844,0.06820222735404968,20.93921681845412,1.0
7,rotate_-10,concat,bp_eq2_uniform,0.363457590341568,0.2622137665748596,0.10124382376670837,27.85574616044846,1.0
8,rotate_-10,concat,bp_eq2_uniform,0.2628556787967682,0.2274107187986374,0.0354449599981308,13.484570757704988,1.0
9,rotate_-10,concat,bp_eq2_uniform,0.4100258946418762,0.3196168541908264,0.0904090404510498,22.049592875053452,1.0
10,rotate_-10,concat,bp_eq2_uniform,0.39139798283576965,0.288473516702652,0.10292446613311768,26.296626617016,1.0
11,rotate_-10,concat,bp_eq2_uniform,0.25032123923301697,0.20108027756214142,0.04924096167087555,19.671108141503655,1.0
12,rotate_-10,concat,bp_eq2_uniform,0.35259753465652466,0.2744511663913727,0.07814636826515198,22.163050102166757,1.0
13,rotate_-10,concat,bp_eq2_uniform,0.3746836483478546,0.29901549220085144,0.07566815614700317,20.195211742080414,1.0
14,rotate_-10,concat,bp_eq2_uniform,0.34989088773727417,0.28043076395988464,0.06946012377738953,19.85193847898868,1.0
15,rotate_-10,concat,bp_eq2_uniform,0.31922876834869385,0.23066678643226624,0.08856198191642761,27.74248147316531,1.0
16,rotate_-10,concat,bp_eq2_uniform,0.3225622773170471,0.22433502972126007,0.09822724759578705,30.452180711427324,1.0
17,rotate_-10,concat,bp_eq2_uniform,0.35391053557395935,0.2856972813606262,0.06821325421333313,19.27415189901442,1.0
18,rotate_-10,concat,bp_eq2_uniform,0.3657921552658081,0.27118736505508423,0.09460479021072388,25.86299045744142,1.0
19,rotate_-10,concat,bp_eq2_uniform,0.35825851559638977,0.2511536777019501,0.1071048378944397,29.895964291551945,1.0
20,rotate_-10,concat,bp_eq2_uniform,0.29813119769096375,0.2186504453420639,0.07948075234889984,26.659656206466945,1.0
21,rotate_-10,concat,bp_eq2_uniform,0.33557945489883423,0.26429808139801025,0.07128137350082397,21.241280555181923,1.0
22,rotate_-10,concat,bp_eq2_uniform,0.2744351625442505,0.21817226707935333,0.056262895464897156,20.501343538884235,1.0
23,rotate_-10,concat,bp_eq2_uniform,0.3711642026901245,0.2924192249774933,0.07874497771263123,21.215671431051565,1.0
24,rotate_-10,concat,bp_eq2_uniform,0.34961795806884766,0.25154539942741394,0.09807255864143372,28.051350446317894,1.0
25,rotate_-10,concat,bp_eq2_uniform,0.30042269825935364,0.20013287663459778,0.10028982162475586,33.38290422311641,1.0
26,rotate_-10,concat,bp_eq2_uniform,0.3246162235736847,0.22258484363555908,0.10203137993812561,31.43138651991963,1.0
27,rotate_-10,concat,bp_eq2_uniform,0.37037593126296997,0.2843072712421417,0.08606866002082825,23.23818929785867,1.0
28,rotate_-10,concat,bp_eq2_uniform,0.3569349944591522,0.2943989336490631,0.06253606081008911,17.52029410976417,1.0
29,rotate_-10,concat,bp_eq2_uniform,0.40811946988105774,0.27756378054618835,0.13055568933486938,31.98957632984249,1.0
30,rotate_-10,concat,bp_eq2_uniform,0.37249308824539185,0.30066320300102234,0.0718298852443695,19.28354847670527,1.0
31,rotate_-10,concat,bp_eq2_uniform,0.37949731945991516,0.2944822609424591,0.08501505851745605,22.40201818506174,1.0
32,rotate_-10,concat,bp_eq2_uniform,0.3193649351596832,0.2492135912179947,0.07015134394168854,21.965887991552062,1.0
33,rotate_-10,concat,bp_eq2_uniform,0.32613715529441833,0.24324247241020203,0.08289468288421631,25.417123298671527,1.0
2,rotate_-10,concat,full_normalized_distance,0.8483959082425199,0.7564860267231109,0.09190988151940893,10.833371616524525,1.0
3,rotate_-10,concat,full_normalized_distance,0.8560147567929838,0.7580614762451445,0.09795328054783925,11.442942983214666,1.0
4,rotate_-10,concat,full_normalized_distance,0.8196812335177293,0.7413106054711662,0.07837062804656303,9.561110446573657,1.0
5,rotate_-10,concat,full_normalized_distance,0.8687846965859329,0.7277578140227174,0.1410268825632155,16.232661914654706,1.0
6,rotate_-10,concat,full_normalized_distance,0.8071124749608298,0.7176531840166926,0.08945929094413718,11.083869190396037,1.0
7,rotate_-10,concat,full_normalized_distance,0.852593209381318,0.7241736899043759,0.12841951947694208,15.062226401026432,1.0
8,rotate_-10,concat,full_normalized_distance,0.7250595545150318,0.6744045059141248,0.05065504860090697,6.986329369139696,1.0
9,rotate_-10,concat,full_normalized_distance,0.9055671092104397,0.7995209242925746,0.1060461849178651,11.710472237690837,1.0
10,rotate_-10,concat,full_normalized_distance,0.8847575745205798,0.7595702952362632,0.1251872792843166,14.149331171537002,1.0
11,rotate_-10,concat,full_normalized_distance,0.7075609362210677,0.6341613005571082,0.07339963566395957,10.373613339349633,1.0
12,rotate_-10,concat,full_normalized_distance,0.8397589352385894,0.7408794320149166,0.09887950322367278,11.774748570607557,1.0
13,rotate_-10,concat,full_normalized_distance,0.8656600352885128,0.7733246306705244,0.09233540461798839,10.666474233976574,1.0
14,rotate_-10,concat,full_normalized_distance,0.8365296022703251,0.7489068886849481,0.08762271358537699,10.47455025470299,1.0
15,rotate_-10,concat,full_normalized_distance,0.7990353788771731,0.6792154097666899,0.1198199691104832,14.995577452240928,1.0
16,rotate_-10,concat,full_normalized_distance,0.8031964607952989,0.6698283805890283,0.13336808020627067,16.60466482559546,1.0
17,rotate_-10,concat,full_normalized_distance,0.8413210274015019,0.7559064510382567,0.08541457636324523,10.152435703046024,1.0
18,rotate_-10,concat,full_normalized_distance,0.8553270196431398,0.7364609494808048,0.11886607016233508,13.897148977216867,1.0
19,rotate_-10,concat,full_normalized_distance,0.8464732903008692,0.7087364498908605,0.13773684041000867,16.271847202749772,1.0
20,rotate_-10,concat,full_normalized_distance,0.7721802868384607,0.6612872981421372,0.11089298869632358,14.361023013188975,1.0
21,rotate_-10,concat,full_normalized_distance,0.8192428881581264,0.7270461902768081,0.09219669788131835,11.253890538920423,1.0
22,rotate_-10,concat,full_normalized_distance,0.7408578305508425,0.6605638002181975,0.08029403033264504,10.837980921769628,1.0
23,rotate_-10,concat,full_normalized_distance,0.8615848219300576,0.7647473111786576,0.09683751075140001,11.239463403540409,1.0
24,rotate_-10,concat,full_normalized_distance,0.8362032744122061,0.7092889389063021,0.12691433550590403,15.177450195344473,1.0
25,rotate_-10,concat,full_normalized_distance,0.7751421782606771,0.6326655935557074,0.1424765847049697,18.380703398760428,1.0
26,rotate_-10,concat,full_normalized_distance,0.8057496181490683,0.6672103770709192,0.13853924107814908,17.193832669287918,1.0
27,rotate_-10,concat,full_normalized_distance,0.8606694269729465,0.7540653436435621,0.10660408332938431,12.386182195898002,1.0
28,rotate_-10,concat,full_normalized_distance,0.8449082724877917,0.7673316540441468,0.07757661844364483,9.181661603943397,1.0
29,rotate_-10,concat,full_normalized_distance,0.9034594289519123,0.7450688297683488,0.15839059918356357,17.531567451472,1.0
30,rotate_-10,concat,full_normalized_distance,0.8631258173005739,0.7754523879659181,0.08767342933465583,10.15766503297896,1.0
31,rotate_-10,concat,full_normalized_distance,0.8712029837643064,0.7674402399437484,0.10376274382055795,11.910283338573898,1.0
32,rotate_-10,concat,full_normalized_distance,0.7992057747034655,0.7059937552386631,0.0932120194648024,11.663081325866399,1.0
33,rotate_-10,concat,full_normalized_distance,0.8076350107498044,0.6974847273026156,0.1101502834471888,13.638621652222511,1.0
2,rotate_-10,concat,cp_eq1_optimized,0.22261348366737366,0.1432695984840393,0.07934388518333435,35.641994310431166,1.0
3,rotate_-10,concat,cp_eq1_optimized,0.2015104442834854,0.16992509365081787,0.03158535063266754,15.674299535599477,1.0
4,rotate_-10,concat,cp_eq1_optimized,0.2047848403453827,0.15611067414283752,0.048674166202545166,23.768442097674512,1.0
5,rotate_-10,concat,cp_eq1_optimized,0.22672902047634125,0.16987724602222443,0.05685177445411682,25.074767374032938,1.0
6,rotate_-10,concat,cp_eq1_optimized,0.17614489793777466,0.1578904688358307,0.01825442910194397,10.363302778312056,1.0
7,rotate_-10,concat,cp_eq1_optimized,0.20009607076644897,0.15555904805660248,0.0445370227098465,22.257819725809252,1.0
8,rotate_-10,concat,cp_eq1_optimized,0.1871553659439087,0.15564055740833282,0.03151480853557587,16.838848502400197,1.0
9,rotate_-10,concat,cp_eq1_optimized,0.24242080748081207,0.17027099430561066,0.07214981317520142,29.762219639753713,1.0
10,rotate_-10,concat,cp_eq1_optimized,0.1804366260766983,0.1208193302154541,0.0596172958612442,33.04057338977965,1.0
11,rotate_-10,concat,cp_eq1_optimized,0.19987305998802185,0.1422407627105713,0.05763229727745056,28.834449865637744,1.0
12,rotate_-10,concat,cp_eq1_optimized,0.2448192536830902,0.20206128060817719,0.042757973074913025,17.46511862587697,1.0
13,rotate_-10,concat,cp_eq1_optimized,0.20987388491630554,0.16854135692119598,0.04133252799510956,19.69398337072542,1.0
14,rotate_-10,concat,cp_eq1_optimized,0.22590963542461395,0.1494053453207016,0.07650429010391235,33.8649964884314,1.0
15,rotate_-10,concat,cp_eq1_optimized,0.2407970130443573,0.16929687559604645,0.07150013744831085,29.693116431989484,1.0
16,rotate_-10,concat,cp_eq1_optimized,0.18892961740493774,0.11355600506067276,0.07537361234426498,39.89507488511757,1.0
17,rotate_-10,concat,cp_eq1_optimized,0.20288316905498505,0.17377132177352905,0.029111847281455994,14.34906967241953,1.0
18,rotate_-10,concat,cp_eq1_optimized,0.20946680009365082,0.17073440551757812,0.03873239457607269,18.490946803298115,1.0
19,rotate_-10,concat,cp_eq1_optimized,0.20894385874271393,0.13913021981716156,0.06981363892555237,33.41263023728507,1.0
20,rotate_-10,concat,cp_eq1_optimized,0.1975977122783661,0.13076251745224,0.0668351948261261,33.82387076001855,1.0
21,rotate_-10,concat,cp_eq1_optimized,0.20484644174575806,0.174459308385849,0.030387133359909058,14.834103585492214,1.0
22,rotate_-10,concat,cp_eq1_optimized,0.1755298376083374,0.14649489521980286,0.029034942388534546,16.541314447721003,1.0
23,rotate_-10,concat,cp_eq1_optimized,0.20003721117973328,0.1584622710943222,0.04157494008541107,20.78360313064362,1.0
24,rotate_-10,concat,cp_eq1_optimized,0.19228626787662506,0.1413150429725647,0.050971224904060364,26.507990126730995,1.0
25,rotate_-10,concat,cp_eq1_optimized,0.20700301229953766,0.13185536861419678,0.07514764368534088,36.3026812268015,1.0
26,rotate_-10,concat,cp_eq1_optimized,0.2185419797897339,0.15662777423858643,0.06191420555114746,28.33057777294493,1.0
27,rotate_-10,concat,cp_eq1_optimized,0.1960698664188385,0.16804076731204987,0.028029099106788635,14.295464988368364,1.0
28,rotate_-10,concat,cp_eq1_optimized,0.17180883884429932,0.1404205709695816,0.03138826787471771,18.269297485317644,1.0
29,rotate_-10,concat,cp_eq1_optimized,0.2268504947423935,0.16603347659111023,0.060817018151283264,26.809294914731247,1.0
30,rotate_-10,concat,cp_eq1_optimized,0.23402290046215057,0.17191967368125916,0.06210322678089142,26.5372434312984,1.0
31,rotate_-10,concat,cp_eq1_optimized,0.17707769572734833,0.1574329137802124,0.019644781947135925,11.09387710650619,1.0
32,rotate_-10,concat,cp_eq1_optimized,0.18944688141345978,0.1605750173330307,0.028871864080429077,15.240084114799998,1.0
33,rotate_-10,concat,cp_eq1_optimized,0.18861724436283112,0.15983614325523376,0.02878110110759735,15.258997768030355,1.0
2,rotate_-10,layer2_flat,bp_eq2_uniform,0.3753957450389862,0.2836308479309082,0.091764897108078,24.444842095454078,1.0
3,rotate_-10,layer2_flat,bp_eq2_uniform,0.38332992792129517,0.27499672770500183,0.10833320021629333,28.261085901504035,1.0
4,rotate_-10,layer2_flat,bp_eq2_uniform,0.3339494466781616,0.2570604979991913,0.07688894867897034,23.024128185737222,1.0
5,rotate_-10,layer2_flat,bp_eq2_uniform,0.3818909525871277,0.2498185783624649,0.13207237422466278,34.58379239664885,1.0
6,rotate_-10,layer2_flat,bp_eq2_uniform,0.33225563168525696,0.25857773423194885,0.0736778974533081,22.175063543507015,1.0
7,rotate_-10,layer2_flat,bp_eq2_uniform,0.3666812777519226,0.26592135429382324,0.10075992345809937,27.478884134900795,1.0
8,rotate_-10,layer2_flat,bp_eq2_uniform,0.23572200536727905,0.21735955774784088,0.01836244761943817,7.7898741743477435,1.0
9,rotate_-10,layer2_flat,bp_eq2_uniform,0.40153560042381287,0.30843958258628845,0.09309601783752441,23.184997230390422,1.0
10,rotate_-10,layer2_flat,bp_eq2_uniform,0.422248899936676,0.2908894419670105,0.13135945796966553,31.109484948108616,1.0
11,rotate_-10,layer2_flat,bp_eq2_uniform,0.2515093684196472,0.20445139706134796,0.047057971358299255,18.71022604597186,1.0
12,rotate_-10,layer2_flat,bp_eq2_uniform,0.3512662649154663,0.2654258608818054,0.08584040403366089,24.43741759661275,1.0
13,rotate_-10,layer2_flat,bp_eq2_uniform,0.3967636227607727,0.28846439719200134,0.10829922556877136,27.295653975263015,1.0
14,rotate_-10,layer2_flat,bp_eq2_uniform,0.3495959937572479,0.2782321274280548,0.07136386632919312,20.413239168450698,1.0
15,rotate_-10,layer2_flat,bp_eq2_uniform,0.28725823760032654,0.21891120076179504,0.0683470368385315,23.792890121879616,1.0
16,rotate_-10,layer2_flat,bp_eq2_uniform,0.3254948854446411,0.20350074768066406,0.12199413776397705,37.47958669057199,1.0
17,rotate_-10,layer2_flat,bp_eq2_uniform,0.36896803975105286,0.27448514103889465,0.0944828987121582,25.607339534245533,1.0
18,rotate_-10,layer2_flat,bp_eq2_uniform,0.37767505645751953,0.26228171586990356,0.11539334058761597,30.553603849209924,1.0
19,rotate_-10,layer2_flat,bp_eq2_uniform,0.34075626730918884,0.22197991609573364,0.1187763512134552,34.85668866813054,1.0
20,rotate_-10,layer2_flat,bp_eq2_uniform,0.2803918719291687,0.20230095088481903,0.07809092104434967,27.850636506252982,1.0
21,rotate_-10,layer2_flat,bp_eq2_uniform,0.3190426826477051,0.23551636934280396,0.08352631330490112,26.18029431405928,1.0
22,rotate_-10,layer2_flat,bp_eq2_uniform,0.26822972297668457,0.19646839797496796,0.07176132500171661,26.75368121216261,1.0
23,rotate_-10,layer2_flat,bp_eq2_uniform,0.37194517254829407,0.2908758819103241,0.08106929063796997,21.796032485735736,1.0
24,rotate_-10,layer2_flat,bp_eq2_uniform,0.3274999260902405,0.22586025297641754,0.10163967311382294,31.035021695090837,1.0
25,rotate_-10,layer2_flat,bp_eq2_uniform,0.28055912256240845,0.16557438671588898,0.11498473584651947,40.98413724562889,1.0
26,rotate_-10,layer2_flat,bp_eq2_uniform,0.3014175593852997,0.19509918987751007,0.10631836950778961,35.27278560819708,1.0
27,rotate_-10,layer2_flat,bp_eq2_uniform,0.38441362977027893,0.29503947496414185,0.08937415480613708,23.249476055079924,1.0
28,rotate_-10,layer2_flat,bp_eq2_uniform,0.3780149817466736,0.29717957973480225,0.08083540201187134,21.384179441287138,1.0
29,rotate_-10,layer2_flat,bp_eq2_uniform,0.4304850101470947,0.2699950933456421,0.16048991680145264,37.28118587595911,1.0
30,rotate_-10,layer2_flat,bp_eq2_uniform,0.3691989481449127,0.2847752571105957,0.08442369103431702,22.866720357218234,1.0
31,rotate_-10,layer2_flat,bp_eq2_uniform,0.392782598733902,0.2962828278541565,0.09649977087974548,24.568239833067402,1.0
32,rotate_-10,layer2_flat,bp_eq2_uniform,0.3071857690811157,0.2234029918909073,0.08378277719020844,27.274302921178602,1.0
33,rotate_-10,layer2_flat,bp_eq2_uniform,0.33092281222343445,0.21175166964530945,0.119171142578125,36.01176412622234,1.0
2,rotate_-10,layer2_flat,full_normalized_distance,0.8664822502959726,0.7531677740462721,0.11331447624970048,13.077530002589643,1.0
3,rotate_-10,layer2_flat,full_normalized_distance,0.8755911465076553,0.7416154363347649,0.13397571017289045,15.301172323076486,1.0
4,rotate_-10,layer2_flat,full_normalized_distance,0.8172508142279965,0.7170223120645428,0.10022850216345369,12.26410551306827,1.0
5,rotate_-10,layer2_flat,full_normalized_distance,0.8739461683503483,0.7068501656821832,0.16709600266816516,19.119713401041924,1.0
6,rotate_-10,layer2_flat,full_normalized_distance,0.8151756027817036,0.7191352226555849,0.09604038012611871,11.78155722500439,1.0
7,rotate_-10,layer2_flat,full_normalized_distance,0.8563659004793718,0.7292754682475248,0.12709043223184702,14.840669410185138,1.0
8,rotate_-10,layer2_flat,full_normalized_distance,0.6866178054307637,0.6593323255352204,0.027285479895543308,3.9738963481125382,1.0
9,rotate_-10,layer2_flat,full_normalized_distance,0.8961423998715973,0.7854165551938518,0.11072584467774549,12.35583147203917,1.0
10,rotate_-10,layer2_flat,full_normalized_distance,0.9189656140864858,0.7627443109810922,0.15622130310539362,16.99968972838208,1.0
11,rotate_-10,layer2_flat,full_normalized_distance,0.709238138314131,0.639455075922223,0.06978306239190801,9.83915819271718,1.0
12,rotate_-10,layer2_flat,full_normalized_distance,0.8381721361575631,0.7285957190126846,0.10957641714487854,13.073259348262223,1.0
13,rotate_-10,layer2_flat,full_normalized_distance,0.8908014624603764,0.7595582889969688,0.13124317346340764,14.733156488177421,1.0
14,rotate_-10,layer2_flat,full_normalized_distance,0.8361770072864333,0.7459653174619512,0.09021168982448213,10.788587707898088,1.0
15,rotate_-10,layer2_flat,full_normalized_distance,0.7579686505394884,0.6616814955275613,0.09628715501192708,12.703316284026673,1.0
16,rotate_-10,layer2_flat,full_normalized_distance,0.8068393711819486,0.6379666882849983,0.16887268289695034,20.930149039375387,1.0
17,rotate_-10,layer2_flat,full_normalized_distance,0.85903205964743,0.7409252877839906,0.11810677186343943,13.748820027948218,1.0
18,rotate_-10,layer2_flat,full_normalized_distance,0.8691088038416358,0.7242675139337723,0.1448412899078635,16.665495651116316,1.0
19,rotate_-10,layer2_flat,full_normalized_distance,0.825537724527703,0.6663031083459444,0.1592346161817586,19.288593537341395,1.0
20,rotate_-10,layer2_flat,full_normalized_distance,0.7488549551537583,0.6360832506595643,0.11277170449419405,15.059218573360265,1.0
21,rotate_-10,layer2_flat,full_normalized_distance,0.7988024569913453,0.6863182488362144,0.11248420815513094,14.081605179164946,1.0
22,rotate_-10,layer2_flat,full_normalized_distance,0.7324339191718043,0.6268467084941388,0.10558721067766552,14.415936771048715,1.0
23,rotate_-10,layer2_flat,full_normalized_distance,0.8624907797168548,0.7627265327892089,0.09976424692764596,11.566992862263602,1.0
24,rotate_-10,layer2_flat,full_normalized_distance,0.8093206114887233,0.6721015592548756,0.13721905223384767,16.954844629653927,1.0
25,rotate_-10,layer2_flat,full_normalized_distance,0.7490782636846546,0.5754552749187185,0.17362298876593607,23.178217441748615,1.0
26,rotate_-10,layer2_flat,full_normalized_distance,0.7764245737807371,0.62465861056662,0.15176596321411717,19.546774836724904,1.0
27,rotate_-10,layer2_flat,full_normalized_distance,0.8768279532157708,0.7681659650936663,0.10866198812210448,12.39262362969408,1.0
28,rotate_-10,layer2_flat,full_normalized_distance,0.8694998352463025,0.7709469238991777,0.09855291134712474,11.334437035182921,1.0
29,rotate_-10,layer2_flat,full_normalized_distance,0.9278847020477218,0.7348402456937727,0.19304445635394907,20.804789207938963,1.0
30,rotate_-10,layer2_flat,full_normalized_distance,0.8593008182760129,0.7546857055895463,0.10461511268646662,12.174445835654009,1.0
31,rotate_-10,layer2_flat,full_normalized_distance,0.886321159325334,0.7697828627011081,0.11653829662422588,13.148540503399822,1.0
32,rotate_-10,layer2_flat,full_normalized_distance,0.7838185620168939,0.6684354746584105,0.11538308735848346,14.720637268583769,1.0
33,rotate_-10,layer2_flat,full_normalized_distance,0.8135389507865428,0.6507713417865133,0.1627676090000295,20.00735291684105,1.0
2,rotate_-10,layer2_flat,cp_eq1_optimized,0.22526690363883972,0.17472726106643677,0.050539642572402954,22.435449573722792,1.0
3,rotate_-10,layer2_flat,cp_eq1_optimized,0.20926350355148315,0.1677224487066269,0.04154105484485626,19.851074907783808,1.0
4,rotate_-10,layer2_flat,cp_eq1_optimized,0.18739119172096252,0.1484532356262207,0.03893795609474182,20.778968177178328,1.0
5,rotate_-10,layer2_flat,cp_eq1_optimized,0.21291790902614594,0.16470135748386383,0.048216551542282104,22.645606357206308,1.0
6,rotate_-10,layer2_flat,cp_eq1_optimized,0.18735098838806152,0.1627260148525238,0.02462497353553772,13.143764944757264,1.0
7,rotate_-10,layer2_flat,cp_eq1_optimized,0.20896901190280914,0.1668061465024948,0.04216286540031433,20.176611362704048,1.0
8,rotate_-10,layer2_flat,cp_eq1_optimized,0.19771024584770203,0.16670900583267212,0.031001240015029907,15.68013831653097,1.0
9,rotate_-10,layer2_flat,cp_eq1_optimized,0.23105336725711823,0.17291629314422607,0.05813707411289215,25.16175150477036,1.0
