method,transform,representation,metric,n,mean,std,median,min,max
BP,original,layer4_pooled,cp_coefficient_entropy,32,0.41634166426956654,0.4966762826973923,0.19413267821073532,-0.0,1.6482558250427246
BP,rotate_+10,concat,bp_eq2_uniform,32,0.35268821101635695,0.04098968958719806,0.36533769965171814,0.24241307377815247,0.4037187993526459
BP,rotate_+10,concat,full_normalized_distance,32,0.8383928802700404,0.0505331609574909,0.854789633944826,0.6962945838912614,0.8985753161005992
BP,rotate_+10,concat,bp_delta_from_original,32,0.012947267852723598,0.02233830340379364,0.010987430810928345,-0.027648895978927612,0.06231680512428284
BP,rotate_+10,concat,bp_ratio_to_original,32,1.0453552262605652,0.07435236305790406,1.0307951458200661,0.9231221293845538,1.2019747305192383
BP,rotate_+10,concat,cp_eq1_optimized,32,0.2023344268091023,0.02119223661322,0.20064030587673187,0.16090616583824158,0.24286842346191406
BP,rotate_+10,concat,cp_delta_from_original,32,0.00036321021616458893,0.01019940406130243,-0.0015948116779327393,-0.023853853344917297,0.0219590961933136
BP,rotate_+10,concat,cp_ratio_to_original,32,1.0042644788921504,0.05275599923962507,0.9931633749922982,0.8947047258872942,1.1187900719497137
BP,rotate_+10,concat,cp_coefficient_entropy,32,1.8302924558520317,0.2817510340857746,1.8223163485527039,1.239232063293457,2.357722520828247
BP,rotate_+10,layer2_flat,bp_eq2_uniform,32,0.3551518335007131,0.0525864204695421,0.3726651072502136,0.21485067903995514,0.42171940207481384
BP,rotate_+10,layer2_flat,full_normalized_distance,32,0.8403529084210681,0.06514029571716426,0.8633166342994163,0.6555161005497198,0.918389244356459
BP,rotate_+10,layer2_flat,bp_delta_from_original,32,0.013969328254461288,0.026448417998783075,0.01416422426700592,-0.035904496908187866,0.06831344962120056
BP,rotate_+10,layer2_flat,bp_ratio_to_original,32,1.0546304230543408,0.09333641058073194,1.0394326218467285,0.8992000461852538,1.2407565075957512
BP,rotate_+10,layer2_flat,cp_eq1_optimized,32,0.20071775885298848,0.019492371269222656,0.20236573368310928,0.1680862456560135,0.2391698807477951
BP,rotate_+10,layer2_flat,cp_delta_from_original,32,0.005724861286580563,0.013526955643138083,0.0028577297925949097,-0.030492782592773438,0.02909715473651886
BP,rotate_+10,layer2_flat,cp_ratio_to_original,32,1.0361642323218367,0.07850514241612765,1.0140713367054213,0.8529002255813583,1.2014811988377243
BP,rotate_+10,layer2_flat,cp_coefficient_entropy,32,2.0391427278518677,0.2509704282361435,2.0400248765945435,1.5811117887496948,2.513648509979248
BP,rotate_+10,layer3_flat,bp_eq2_uniform,32,0.35277407709509134,0.0311648942784986,0.3581318110227585,0.2728002667427063,0.4046849310398102
BP,rotate_+10,layer3_flat,full_normalized_distance,32,0.8391525894151205,0.037620665125306874,0.8463235105977851,0.7386477736278724,0.8996498552657142
BP,rotate_+10,layer3_flat,bp_delta_from_original,32,0.010583017021417618,0.019237810126169843,0.006619498133659363,-0.027264654636383057,0.05550163984298706
BP,rotate_+10,layer3_flat,bp_ratio_to_original,32,1.0335700517818793,0.05923068581452387,1.0188640962462383,0.9293131168153863,1.1718286509451814
BP,rotate_+10,layer3_flat,cp_eq1_optimized,32,0.1982500241138041,0.033421484740279186,0.19787899404764175,0.12322677671909332,0.26255002617836
BP,rotate_+10,layer3_flat,cp_delta_from_original,32,-0.004624707158654928,0.00887053535267104,-0.004526965320110321,-0.022188425064086914,0.013364553451538086
BP,rotate_+10,layer3_flat,cp_ratio_to_original,32,0.9759416350116381,0.04404745262910482,0.9788898831538535,0.8947079099817873,1.0747952113314128
BP,rotate_+10,layer3_flat,cp_coefficient_entropy,32,1.6662406995892525,0.38135224028581893,1.7237915396690369,0.8245392441749573,2.28615665435791
BP,rotate_+10,layer4_pooled,bp_eq2_uniform,32,0.48421852849423885,0.06894323192147084,0.47018495202064514,0.341930627822876,0.7345367074012756
BP,rotate_+10,layer4_pooled,full_normalized_distance,32,0.9818464379746743,0.06750582655796555,0.9697266415490324,0.8269590410931801,1.2120533877690995
BP,rotate_+10,layer4_pooled,bp_delta_from_original,32,0.023622361943125725,0.03838311877786002,0.015858128666877747,-0.05418282747268677,0.16087684035301208
BP,rotate_+10,layer4_pooled,bp_ratio_to_original,32,1.052771165022113,0.0907463371342562,1.0340775038074823,0.8632138677740167,1.3857359342166164
BP,rotate_+10,layer4_pooled,cp_eq1_optimized,32,0.09915181010728702,0.0530299557597035,0.0974891185760498,0.02097843587398529,0.23017501831054688
BP,rotate_+10,layer4_pooled,cp_delta_from_original,32,0.0030758815119042993,0.020266565203020934,0.0007714573293924332,-0.033139295876026154,0.054844293743371964
BP,rotate_+10,layer4_pooled,cp_ratio_to_original,32,1.075911607648898,0.345460807261557,1.006862075380756,0.6115838320337921,2.492208960154364
BP,rotate_+10,layer4_pooled,cp_coefficient_entropy,32,0.4163243197835982,0.5298823393489562,0.11139097809791565,-0.0,1.864585280418396
BP,rotate_-10,concat,bp_eq2_uniform,32,0.3445996344089508,0.038324228578245634,0.353254035115242,0.25032123923301697,0.4100258946418762
BP,rotate_-10,concat,full_normalized_distance,32,0.8288749005310652,0.047281374222903814,0.8405399813200456,0.7075609362210677,0.9055671092104397
BP,rotate_-10,concat,bp_delta_from_original,32,0.004858691245317459,0.017641932241600097,0.0032848715782165527,-0.021128863096237183,0.061814725399017334
BP,rotate_-10,concat,bp_ratio_to_original,32,1.0216441575954396,0.0654776954501836,1.0094300152731837,0.9453923098165421,1.2401373471720878
BP,rotate_-10,concat,cp_eq1_optimized,32,0.20478513231500983,0.020250445145320144,0.20219680666923523,0.17180883884429932,0.2448192536830902
BP,rotate_-10,concat,cp_delta_from_original,32,0.0028139157220721245,0.01219260616768422,0.0014783143997192383,-0.019185245037078857,0.041862159967422485
BP,rotate_-10,concat,cp_ratio_to_original,32,1.0178289201602648,0.06891563253313876,1.0073969278040837,0.9022472354574111,1.2881219371944288
BP,rotate_-10,concat,cp_coefficient_entropy,32,1.8727737367153168,0.27700369737917946,1.835338830947876,1.3091833591461182,2.4395382404327393
BP,rotate_-10,layer2_flat,bp_eq2_uniform,32,0.3445120947435498,0.04910009586920346,0.3504311293363571,0.23572200536727905,0.4304850101470947
BP,rotate_-10,layer2_flat,full_normalized_distance,32,0.8279378311528457,0.060476706114618986,0.8371745717219983,0.6866178054307637,0.9278847020477218
BP,rotate_-10,layer2_flat,bp_delta_from_original,32,0.0033295894972980022,0.0235142086245068,0.0020331591367721558,-0.03493228554725647,0.06953798234462738
BP,rotate_-10,layer2_flat,bp_ratio_to_original,32,1.0245552988524353,0.0934289452427065,1.0061082968097375,0.9153377024813886,1.3193914239290223
BP,rotate_-10,layer2_flat,cp_eq1_optimized,32,0.20030039455741644,0.019488728343571207,0.203182615339756,0.16330745816230774,0.23813480138778687
BP,rotate_-10,layer2_flat,cp_delta_from_original,32,0.00530749699100852,0.015497216885217715,0.005425803363323212,-0.02934439480304718,0.053294017910957336
BP,rotate_-10,layer2_flat,cp_ratio_to_original,32,1.0345688432838291,0.09060383437509091,1.0294765989703358,0.8779424919293256,1.3690306738514972
BP,rotate_-10,layer2_flat,cp_coefficient_entropy,32,2.0816937312483788,0.2262573927401828,2.0711859464645386,1.5881242752075195,2.57749080657959
BP,rotate_-10,layer3_flat,bp_eq2_uniform,32,0.34734252002090216,0.031226889824786153,0.35283327102661133,0.24835485219955444,0.41882336139678955
BP,rotate_-10,layer3_flat,full_normalized_distance,32,0.8326184806768311,0.03844064619254703,0.8400382287398855,0.70477635062416,0.9152304206010523
BP,rotate_-10,layer3_flat,bp_delta_from_original,32,0.005151459947228432,0.013467973823091466,0.0015060454607009888,-0.010701924562454224,0.05055642127990723
BP,rotate_-10,layer3_flat,bp_ratio_to_original,32,1.0165973895402836,0.042180636152818654,1.0042894525801276,0.9696580661085387,1.1617740066352613
BP,rotate_-10,layer3_flat,cp_eq1_optimized,32,0.202764845918864,0.032326710499487786,0.203730508685112,0.14367282390594482,0.25122275948524475
BP,rotate_-10,layer3_flat,cp_delta_from_original,32,-0.00010988535359501839,0.012017045216292082,0.0002899467945098877,-0.030400946736335754,0.02195456624031067
BP,rotate_-10,layer3_flat,cp_ratio_to_original,32,1.000691470045954,0.0626176221861653,1.0016650764623964,0.829629366735235,1.158835002333759
BP,rotate_-10,layer3_flat,cp_coefficient_entropy,32,1.6995081454515457,0.3638079287919354,1.7296279668807983,0.837632417678833,2.3406553268432617
BP,rotate_-10,layer4_pooled,bp_eq2_uniform,32,0.4913971209898591,0.06618499916833212,0.47582294046878815,0.40183645486831665,0.6965288519859314
BP,rotate_-10,layer4_pooled,full_normalized_distance,32,0.9893788368010917,0.06364221986628907,0.9755181716438599,0.8964780587034092,1.1802786552216653
BP,rotate_-10,layer4_pooled,bp_delta_from_original,32,0.030800954438745975,0.035830600211341254,0.018193066120147705,-0.015491724014282227,0.1179308295249939
BP,rotate_-10,layer4_pooled,bp_ratio_to_original,32,1.0690185104067997,0.08225830701482398,1.035298696399774,0.967473747185004,1.2841523671930877
BP,rotate_-10,layer4_pooled,cp_eq1_optimized,32,0.10184899118030444,0.04961359306025285,0.09908358007669449,0.011010559275746346,0.2327660769224167
BP,rotate_-10,layer4_pooled,cp_delta_from_original,32,0.005773062584921718,0.02227157507854286,0.001378808170557022,-0.03804795444011688,0.07087739929556847
BP,rotate_-10,layer4_pooled,cp_ratio_to_original,32,1.1482118261912575,0.437187488684229,1.0255094309654291,0.4146887643450759,2.92843927932006
BP,rotate_-10,layer4_pooled,cp_coefficient_entropy,32,0.4480535495094955,0.48602782112117593,0.37663663923740387,-0.0,1.4312679767608643
BP,scale_0.90,concat,bp_eq2_uniform,32,0.3205301659181714,0.024182440189207108,0.32310451567173004,0.26365870237350464,0.3734227418899536
BP,scale_0.90,concat,full_normalized_distance,32,0.8001030345964306,0.030403155454668675,0.8038710573341534,0.7261662376804703,0.8642022238920166
BP,scale_0.90,concat,bp_delta_from_original,32,-0.01921077724546194,0.03329226620686839,-0.026970788836479187,-0.058890193700790405,0.058618709444999695
BP,scale_0.90,concat,bp_ratio_to_original,32,0.9575980696164677,0.11058731886685709,0.9201222974030816,0.840006299261486,1.2662925372604936
BP,scale_0.90,concat,cp_eq1_optimized,32,0.20141480676829815,0.01756210557224202,0.20290816575288773,0.1645742654800415,0.24550732970237732
BP,scale_0.90,concat,cp_delta_from_original,32,-0.0005564098246395588,0.019840467981903035,-0.006567627191543579,-0.03372552990913391,0.06903930008411407
