target_index,transform,representation,cosine_drift
26,scale_1.10,concat,0.04080241918563843
26,horizontal_flip,layer2_flat,0.1839662790298462
26,horizontal_flip,layer3_flat,0.2386021614074707
26,horizontal_flip,layer4_pooled,0.012725472450256348
26,horizontal_flip,concat,0.20810377597808838
27,original,layer2_flat,0.0
27,original,layer3_flat,5.960464477539063e-08
27,original,layer4_pooled,0.0
27,original,concat,0.0
27,rotate_-10,layer2_flat,0.17107897996902466
27,rotate_-10,layer3_flat,0.05717188119888306
27,rotate_-10,layer4_pooled,0.003346085548400879
27,rotate_-10,concat,0.11687415838241577
27,rotate_+10,layer2_flat,0.15761762857437134
27,rotate_+10,layer3_flat,0.06376159191131592
27,rotate_+10,layer4_pooled,0.0035943984985351562
27,rotate_+10,concat,0.11310982704162598
27,scale_0.90,layer2_flat,0.1901848316192627
27,scale_0.90,layer3_flat,0.0763351321220398
27,scale_0.90,layer4_pooled,0.01811051368713379
27,scale_0.90,concat,0.13908809423446655
27,scale_1.10,layer2_flat,0.12147784233093262
27,scale_1.10,layer3_flat,0.04547375440597534
27,scale_1.10,layer4_pooled,0.00553739070892334
27,scale_1.10,concat,0.08597195148468018
27,horizontal_flip,layer2_flat,0.17393064498901367
27,horizontal_flip,layer3_flat,0.12616264820098877
27,horizontal_flip,layer4_pooled,0.016453266143798828
27,horizontal_flip,concat,0.1520920991897583
28,original,layer2_flat,0.0
28,original,layer3_flat,0.0
28,original,layer4_pooled,0.0
28,original,concat,1.1920928955078125e-07
28,rotate_-10,layer2_flat,0.1578160524368286
28,rotate_-10,layer3_flat,0.036105990409851074
28,rotate_-10,layer4_pooled,0.0003628730773925781
28,rotate_-10,concat,0.08764863014221191
28,rotate_+10,layer2_flat,0.13842284679412842
28,rotate_+10,layer3_flat,0.03577619791030884
28,rotate_+10,layer4_pooled,0.00037664175033569336
28,rotate_+10,concat,0.08021318912506104
28,scale_0.90,layer2_flat,0.17987990379333496
28,scale_0.90,layer3_flat,0.07170671224594116
28,scale_0.90,layer4_pooled,0.002743065357208252
28,scale_0.90,concat,0.1197972297668457
28,scale_1.10,layer2_flat,0.08363687992095947
28,scale_1.10,layer3_flat,0.029358386993408203
28,scale_1.10,layer4_pooled,0.000675201416015625
28,scale_1.10,concat,0.05287814140319824
28,horizontal_flip,layer2_flat,0.23417699337005615
28,horizontal_flip,layer3_flat,0.06900787353515625
28,horizontal_flip,layer4_pooled,0.0014199018478393555
28,horizontal_flip,concat,0.13910317420959473
29,original,layer2_flat,0.0
29,original,layer3_flat,2.384185791015625e-07
29,original,layer4_pooled,5.960464477539063e-08
29,original,concat,0.0
29,rotate_-10,layer2_flat,0.11082398891448975
29,rotate_-10,layer3_flat,0.04936325550079346
29,rotate_-10,layer4_pooled,0.0033472180366516113
29,rotate_-10,concat,0.08106958866119385
29,rotate_+10,layer2_flat,0.12202829122543335
29,rotate_+10,layer3_flat,0.04003787040710449
29,rotate_+10,layer4_pooled,0.001954793930053711
29,rotate_+10,concat,0.08303225040435791
29,scale_0.90,layer2_flat,0.10587108135223389
29,scale_0.90,layer3_flat,0.061341166496276855
29,scale_0.90,layer4_pooled,0.0063835978507995605
29,scale_0.90,concat,0.08511793613433838
29,scale_1.10,layer2_flat,0.0642099380493164
29,scale_1.10,layer3_flat,0.03823649883270264
29,scale_1.10,layer4_pooled,0.007696270942687988
29,scale_1.10,concat,0.051853179931640625
29,horizontal_flip,layer2_flat,0.2674051523208618
29,horizontal_flip,layer3_flat,0.1607280969619751
29,horizontal_flip,layer4_pooled,0.0021516084671020508
29,horizontal_flip,concat,0.21544241905212402
30,original,layer2_flat,-1.1920928955078125e-07
30,original,layer3_flat,0.0
30,original,layer4_pooled,0.0
30,original,concat,-1.1920928955078125e-07
30,rotate_-10,layer2_flat,0.10196959972381592
30,rotate_-10,layer3_flat,0.052663326263427734
30,rotate_-10,layer4_pooled,0.015765070915222168
30,rotate_-10,concat,0.07594352960586548
30,rotate_+10,layer2_flat,0.10815000534057617
30,rotate_+10,layer3_flat,0.038541197776794434
30,rotate_+10,layer4_pooled,0.002610325813293457
30,rotate_+10,concat,0.07204604148864746
30,scale_0.90,layer2_flat,0.12505555152893066
30,scale_0.90,layer3_flat,0.06035339832305908
30,scale_0.90,layer4_pooled,0.005299031734466553
30,scale_0.90,concat,0.09183287620544434
30,scale_1.10,layer2_flat,0.07167959213256836
30,scale_1.10,layer3_flat,0.02734386920928955
30,scale_1.10,layer4_pooled,0.0037350058555603027
30,scale_1.10,concat,0.04882240295410156
30,horizontal_flip,layer2_flat,0.28203916549682617
30,horizontal_flip,layer3_flat,0.22558152675628662
30,horizontal_flip,layer4_pooled,0.0032116174697875977
30,horizontal_flip,concat,0.25237685441970825
31,original,layer2_flat,-2.384185791015625e-07
31,original,layer3_flat,0.0
31,original,layer4_pooled,0.0
31,original,concat,1.1920928955078125e-07
31,rotate_-10,layer2_flat,0.16394323110580444
31,rotate_-10,layer3_flat,0.0694282054901123
31,rotate_-10,layer4_pooled,0.007791042327880859
31,rotate_-10,concat,0.11588382720947266
31,rotate_+10,layer2_flat,0.1683780550956726
31,rotate_+10,layer3_flat,0.06957602500915527
31,rotate_+10,layer4_pooled,0.01297008991241455
31,rotate_+10,concat,0.11685097217559814
31,scale_0.90,layer2_flat,0.21826469898223877
31,scale_0.90,layer3_flat,0.13496828079223633
31,scale_0.90,layer4_pooled,0.016334712505340576
31,scale_0.90,concat,0.1774173378944397
31,scale_1.10,layer2_flat,0.0766139030456543
31,scale_1.10,layer3_flat,0.05227839946746826
31,scale_1.10,layer4_pooled,0.03082937002182007
31,scale_1.10,concat,0.06404232978820801
31,horizontal_flip,layer2_flat,0.18825292587280273
31,horizontal_flip,layer3_flat,0.10089361667633057
31,horizontal_flip,layer4_pooled,0.003267645835876465
31,horizontal_flip,concat,0.14188456535339355
32,original,layer2_flat,-1.1920928955078125e-07
32,original,layer3_flat,0.0
32,original,layer4_pooled,0.0
32,original,concat,0.0
32,rotate_-10,layer2_flat,0.12081140279769897
32,rotate_-10,layer3_flat,0.061925530433654785
32,rotate_-10,layer4_pooled,0.007368147373199463
32,rotate_-10,concat,0.09361273050308228
32,rotate_+10,layer2_flat,0.1308264136314392
32,rotate_+10,layer3_flat,0.07290863990783691
32,rotate_+10,layer4_pooled,0.013585925102233887
32,rotate_+10,concat,0.10353541374206543
32,scale_0.90,layer2_flat,0.1603681445121765
32,scale_0.90,layer3_flat,0.09359931945800781
32,scale_0.90,layer4_pooled,0.03372281789779663
32,scale_0.90,concat,0.12949055433273315
32,scale_1.10,layer2_flat,0.03719210624694824
32,scale_1.10,layer3_flat,0.022531330585479736
32,scale_1.10,layer4_pooled,0.0031429529190063477
32,scale_1.10,concat,0.030268728733062744
32,horizontal_flip,layer2_flat,0.18904387950897217
32,horizontal_flip,layer3_flat,0.21564257144927979
32,horizontal_flip,layer4_pooled,0.008255481719970703
32,horizontal_flip,concat,0.20144259929656982
33,original,layer2_flat,2.384185791015625e-07
33,original,layer3_flat,0.0
33,original,layer4_pooled,0.0
33,original,concat,0.0
33,rotate_-10,layer2_flat,0.1222648024559021
33,rotate_-10,layer3_flat,0.05339395999908447
33,rotate_-10,layer4_pooled,0.0056421756744384766
33,rotate_-10,concat,0.08633565902709961
33,rotate_+10,layer2_flat,0.12027716636657715
33,rotate_+10,layer3_flat,0.07092159986495972
33,rotate_+10,layer4_pooled,0.008019208908081055
33,rotate_+10,concat,0.09526538848876953
33,scale_0.90,layer2_flat,0.14869046211242676
33,scale_0.90,layer3_flat,0.09172850847244263
33,scale_0.90,layer4_pooled,0.015251994132995605
33,scale_0.90,concat,0.12002933025360107
33,scale_1.10,layer2_flat,0.055330514907836914
33,scale_1.10,layer3_flat,0.024978280067443848
33,scale_1.10,layer4_pooled,0.0010360479354858398
33,scale_1.10,concat,0.03997218608856201
33,horizontal_flip,layer2_flat,0.2639284133911133
33,horizontal_flip,layer3_flat,0.18777549266815186
33,horizontal_flip,layer4_pooled,0.0009261369705200195
33,horizontal_flip,concat,0.22470366954803467
