target_index,bp_poison_count,msp_poison_count,method,transform,representation,bp_eq2_uniform,full_normalized_distance,bp_delta_from_original,bp_ratio_to_original,cp_eq1_optimized,cp_delta_from_original,cp_ratio_to_original,cp_coefficient_entropy,cp_coefficients
10,10,10,BP,rotate_+10,layer2_flat,0.4124496877193451,0.9082397125421736,-0.018296122550964355,0.9575245490154847,0.19112904369831085,-0.009332031011581421,0.9534471666130684,1.5811117887496948,0.18486440 0.19250269 0.00000000 0.03243808 0.00000000 0.00000000 0.58174521 0.00844961 0.00000000 0.00000000
10,10,10,BP,rotate_+10,layer3_flat,0.3617275059223175,0.8505615861562494,-0.0023016035556793213,0.9936774189323118,0.1483561247587204,-0.011327683925628662,0.9290617876734801,1.0619521141052246,0.02439975 0.20398968 0.00000000 0.02824669 0.00000000 0.00000000 0.74336386 0.00000000 0.00000000 0.00000000
10,10,10,BP,rotate_+10,layer4_pooled,0.44413164258003235,0.9424772067058517,0.0035773813724517822,1.0081201833404991,0.12207524478435516,-0.014280274510383606,0.895271752957712,-0.0,0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000
10,10,10,BP,rotate_+10,concat,0.3841821253299713,0.8765638885215057,-0.008027374744415283,0.9795329415965898,0.17003761231899261,-0.009062111377716064,0.9494018684640103,1.3529514074325562,0.10855355 0.18369317 0.00000000 0.03550401 0.00000000 0.00000000 0.67224926 0.00000000 0.00000000 0.00000000
10,10,10,BP,scale_0.90,layer2_flat,0.35601699352264404,0.8438210634046107,-0.0747288167476654,0.8265129573736382,0.19005177915096283,-0.010409295558929443,0.9480732328012215,1.9276458024978638,0.22224310 0.19064255 0.00000000 0.06140114 0.00000000 0.05518275 0.47053042 0.00000000 0.00000000 0.00000000
10,10,10,BP,scale_0.90,layer3_flat,0.3424290120601654,0.8275614926519544,-0.02160009741783142,0.9406638182074347,0.17221106588840485,0.012527257204055786,1.078450390851713,1.4847956895828247,0.05333577 0.28769004 0.00000000 0.07797158 0.00000000 0.00000000 0.58100259 0.00000000 0.00000000 0.00000000
10,10,10,BP,scale_0.90,layer4_pooled,0.4542086720466614,0.9531093033295409,0.01365441083908081,1.0309937096093962,0.099205382168293,-0.03715013712644577,0.7275494434085094,-0.0,0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000
10,10,10,BP,scale_0.90,concat,0.34869804978370667,0.8351024485459334,-0.04351145029067993,0.8890606926086273,0.18329650163650513,0.004196777939796448,1.0234326321289022,1.6774667501449585,0.15363283 0.23840593 0.00000000 0.07677664 0.00000000 0.00000000 0.53118461 0.00000000 0.00000000 0.00000000
10,10,10,BP,scale_1.10,layer2_flat,0.42708349227905273,0.9242115475139366,-0.003662317991256714,0.991497728117309,0.1997670978307724,-0.000693976879119873,0.9965380965849817,1.5232703685760498,0.16927500 0.20177406 0.00000000 0.03694833 0.00000000 0.00000000 0.59200269 0.00000000 0.00000000 0.00000000
10,10,10,BP,scale_1.10,layer3_flat,0.3620845675468445,0.8509812777574421,-0.0019445419311523438,0.9946582790207755,0.15616272389888763,-0.0035210847854614258,0.9779496442723282,1.017626166343689,0.00579593 0.23497102 0.00000000 0.02991997 0.00000000 0.00000000 0.72931314 0.00000000 0.00000000 0.00000000
10,10,10,BP,scale_1.10,layer4_pooled,0.44183725118637085,0.9400396280863599,0.0012829899787902832,1.0029122178395702,0.13178381323814392,-0.004571706056594849,0.9664721598347672,-0.0,0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000
10,10,10,BP,scale_1.10,concat,0.39023447036743164,0.883441532154145,-0.001975029706954956,0.9949643501583328,0.17734242975711823,-0.001757293939590454,0.9901881817385911,1.3415868282318115,0.09113781 0.20428205 0.00000000 0.03542438 0.00000000 0.00000000 0.66915584 0.00000000 0.00000000 0.00000000
10,10,10,BP,horizontal_flip,layer2_flat,0.4512898623943329,0.9500419594884564,0.020544052124023438,1.0476941426570896,0.21519352495670319,0.014732450246810913,1.0734928228238736,1.5811879634857178,0.11988236 0.23455863 0.00000000 0.03244058 0.00000000 0.02068042 0.59243804 0.00000000 0.00000000 0.00000000
10,10,10,BP,horizontal_flip,layer3_flat,0.36608725786209106,0.8556719673590938,0.0020581483840942383,1.0056538016617405,0.15842542052268982,-0.0012583881616592407,0.9921195005804324,0.7527550458908081,0.00000000 0.20932131 0.00000000 0.00115794 0.00000000 0.00000000 0.78952086 0.00000000 0.00000000 0.00000000
10,10,10,BP,horizontal_flip,layer4_pooled,0.44160911440849304,0.9397969082823087,0.0010548532009124756,1.0023943774780857,0.14598232507705688,0.009626805782318115,1.0706007782599452,-0.0,0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000
10,10,10,BP,horizontal_flip,concat,0.4010257422924042,0.8955732714774421,0.008816242218017578,1.022478400488318,0.18471172451972961,0.005612000823020935,1.0313345029637961,1.2161697149276733,0.05898819 0.21376044 0.00000000 0.02674850 0.00000000 0.00000000 0.70050287 0.00000000 0.00000000 0.00000000
10,10,10,MSP,original,layer2_flat,0.27906566858291626,0.7470818811655336,0.0,1.0,0.12321019172668457,0.0,1.0,1.554396629333496,0.11979012 0.28021622 0.00000000 0.03062449 0.00000000 0.00735625 0.56201285 0.00000000 0.00000000 0.00000000
10,10,10,MSP,original,layer3_flat,0.28114569187164307,0.7498609095980975,0.0,1.0,0.09809385985136032,7.450580596923828e-09,1.0000000759535936,1.1898143291473389,0.18573609 0.12245048 0.00000000 0.00000000 0.00000000 0.00000000 0.69181335 0.00000000 0.00000000 0.00000000
10,10,10,MSP,original,layer4_pooled,0.3574838936328888,0.84555767826079,0.0,1.0,0.047617342323064804,0.0,1.0,-0.0,0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000
10,10,10,MSP,original,concat,0.28033915162086487,0.7487845506163503,0.0,1.0,0.11049949377775192,7.450580596923828e-09,1.0000000674263823,1.2851563692092896,0.15463661 0.19471614 0.00000000 0.00047545 0.00000000 0.00000000 0.65017188 0.00000000 0.00000000 0.00000000
10,10,10,MSP,rotate_-10,layer2_flat,0.2908894419670105,0.7627443109810922,0.011823773384094238,1.042369143592949,0.14661401510238647,0.023403823375701904,1.1899503851712878,1.6712770462036133,0.17089617 0.23233879 0.00000000 0.01650953 0.00000000 0.02325233 0.55031037 0.00000000 0.00669281 0.00000000
10,10,10,MSP,rotate_-10,layer3_flat,0.2865085303783417,0.7569789037725446,0.005362838506698608,1.019074944634499,0.09704205393791199,-0.0010517984628677368,0.9892776311958907,1.1230677366256714,0.18365206 0.09898184 0.00000000 0.00000000 0.00000000 0.00000000 0.71736610 0.00000000 0.00000000 0.00000000
10,10,10,MSP,rotate_-10,layer4_pooled,0.35534530878067017,0.8430246838387001,-0.002138584852218628,0.99401767494899,0.037766944617033005,-0.0098503977060318,0.793134240063339,-0.0,0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000
10,10,10,MSP,rotate_-10,concat,0.288473516702652,0.7595702952362632,0.00813436508178711,1.0290161578742278,0.1208193302154541,0.010319843888282776,1.093392686529184,1.3056143522262573,0.18273988 0.15836877 0.00000000 0.00464584 0.00000000 0.00000000 0.65424550 0.00000000 0.00000000 0.00000000
10,10,10,MSP,rotate_+10,layer2_flat,0.2858712077140808,0.7561365058163517,0.006805539131164551,1.0243868734040213,0.14298152923583984,0.019771337509155273,1.1604683608710982,1.6493136882781982,0.15174213 0.26245210 0.00000000 0.05056406 0.00000000 0.00000000 0.53184706 0.00000000 0.00339468 0.00000000
10,10,10,MSP,rotate_+10,layer3_flat,0.278767853975296,0.7466831375828652,-0.002377837896347046,0.9915423285325525,0.09289983659982681,-0.005194015800952911,0.9470505472689675,1.1599149703979492,0.16015616 0.13127047 0.00000000 0.00000000 0.00000000 0.00000000 0.70857340 0.00000000 0.00000000 0.00000000
10,10,10,MSP,rotate_+10,layer4_pooled,0.35446351766586304,0.841978049198271,-0.003020375967025757,0.9915510152462449,0.0359857976436615,-0.011631544679403305,0.7557288140895472,-0.0,0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000
10,10,10,MSP,rotate_+10,concat,0.2819654941558838,0.7509533862442912,0.001626342535018921,1.0058013392906768,0.11710576713085175,0.00660628080368042,1.0597856245599233,1.4158217906951904,0.15612930 0.18315676 0.00000000 0.02510280 0.00000000 0.00000000 0.63561112 0.00000000 0.00000000 0.00000000
10,10,10,MSP,scale_0.90,layer2_flat,0.24563303589820862,0.7009037535899043,-0.03343263268470764,0.8801979732786289,0.1481742560863495,0.024964064359664917,1.20261363130446,1.9965755939483643,0.18064874 0.25504407 0.00000000 0.06285443 0.00000000 0.06964342 0.43125689 0.00000000 0.00055246 0.00000000
10,10,10,MSP,scale_0.90,layer3_flat,0.26158955693244934,0.7233112150830365,-0.019556134939193726,0.930441278296192,0.11282683908939362,0.014732986688613892,1.150192762623589,1.5812911987304688,0.25092840 0.21746576 0.00000000 0.01884711 0.00000000 0.00000000 0.51275873 0.00000000 0.00000000 0.00000000
10,10,10,MSP,scale_0.90,layer4_pooled,0.3431512117385864,0.8284337170088943,-0.014332681894302368,0.9599067758029375,0.02829868718981743,-0.019318655133247375,0.5942937133750085,0.43703874945640564,0.00000000 0.09017050 0.00000000 0.00000000 0.00000000 0.00000000 0.90982944 0.00000000 0.00000000 0.00000000
10,10,10,MSP,scale_0.90,concat,0.2543451488018036,0.7132252782982437,-0.02599400281906128,0.9072765874167898,0.1303219199180603,0.019822433590888977,1.179389373195985,1.7172110080718994,0.22349328 0.25048766 0.00000000 0.05247370 0.00000000 0.00000000 0.47354540 0.00000000 0.00000000 0.00000000
10,10,10,MSP,scale_1.10,layer2_flat,0.28832870721817017,0.7593796247176641,0.009263038635253906,1.0331930426349398,0.14158399403095245,0.018373802304267883,1.1491256692861667,1.6640124320983887,0.12884308 0.25842574 0.00000000 0.04506121 0.00000000 0.01763953 0.55003047 0.00000000 0.00000000 0.00000000
10,10,10,MSP,scale_1.10,layer3_flat,0.27993178367614746,0.7482403139047608,-0.0012139081954956055,0.9956822806445652,0.09791024774312973,-0.0001836046576499939,0.9981282755936838,1.2024714946746826,0.16262706 0.14730096 0.00000000 0.00000000 0.00000000 0.00000000 0.69007194 0.00000000 0.00000000 0.00000000
10,10,10,MSP,scale_1.10,layer4_pooled,0.356094092130661,0.8439124268911568,-0.0013898015022277832,0.996112268197316,0.04365163668990135,-0.003965705633163452,0.9167171992469797,-0.0,0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000
10,10,10,MSP,scale_1.10,concat,0.2836258113384247,0.7531610868047083,0.0032866597175598145,1.0117238698146345,0.1184142678976059,0.00791478157043457,1.071627315505599,1.3720933198928833,0.15031534 0.19847977 0.00000000 0.01356433 0.00000000 0.00000000 0.63764054 0.00000000 0.00000000 0.00000000
10,10,10,MSP,horizontal_flip,layer2_flat,0.3221370577812195,0.8026668770806722,0.04307138919830322,1.1543414115282027,0.1658477783203125,0.04263758659362793,1.346055679288806,1.633357286453247,0.05671350 0.24211392 0.00000000 0.02671068 0.00000000 0.05620202 0.60337996 0.00000000 0.01487987 0.00000000
10,10,10,MSP,horizontal_flip,layer3_flat,0.28962334990501404,0.7610825840932297,0.008477658033370972,1.0301539674213158,0.10751651972532272,0.009422667324543,1.0960576742969474,1.0648455619812012,0.10971926 0.14288990 0.00000000 0.00000000 0.00000000 0.00000000 0.74739087 0.00000000 0.00000000 0.00000000
10,10,10,MSP,horizontal_flip,layer4_pooled,0.35998719930648804,0.8485130515277747,0.002503305673599243,1.0070025691175977,0.05554463341832161,0.007927291095256805,1.1664790748149445,-0.0,0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000
10,10,10,MSP,horizontal_flip,concat,0.30299508571624756,0.7784537053881208,0.02265593409538269,1.0808161612971638,0.13378378748893738,0.023284301161766052,1.210718637122115,1.2114924192428589,0.09585377 0.20015003 0.00000000 0.00848013 0.00000000 0.00000000 0.69551605 0.00000000 0.00000000 0.00000000
11,10,10,BP,original,layer2_flat,0.21965734660625458,0.6628081873457126,0.0,1.0,0.18394148349761963,2.9802322387695312e-08,1.0000001620206962,2.4194412231445312,0.08483908 0.00000000 0.13091645 0.28056878 0.00268105 0.21239112 0.23303752 0.00000000 0.00000000 0.05556601
11,10,10,BP,original,layer3_flat,0.24838578701019287,0.7048202423457954,0.0,1.0,0.17868195474147797,1.4901161193847656e-08,1.0000000833948928,2.16497540473938,0.01945363 0.02210755 0.11062695 0.41756079 0.04405591 0.10556507 0.28063014 0.00000000 0.00000000 0.00000000
11,10,10,BP,original,layer4_pooled,0.38778334856033325,0.8806626466023562,0.0,1.0,0.054739054292440414,-1.1175870895385742e-08,0.9999997958337287,0.8381091356277466,0.00000000 0.00000000 0.00000000 0.73232460 0.00000000 0.00000000 0.26767543 0.00000000 0.00000000 0.00000000
11,10,10,BP,original,concat,0.22995437681674957,0.6781657272625174,0.0,1.0,0.1848563253879547,0.0,1.0,2.2474379539489746,0.06332264 0.00000000 0.12951268 0.34662884 0.01636498 0.16483586 0.27296683 0.00000000 0.00000000 0.00636814
11,10,10,BP,rotate_-10,layer2_flat,0.2515093684196472,0.709238138314131,0.03185202181339264,1.145007769170333,0.2052910476922989,0.021349593997001648,1.1160673332083784,2.4886903762817383,0.15834609 0.00000000 0.10786129 0.19433774 0.00000000 0.16016448 0.28418919 0.00000000 0.00000000 0.09510124
11,10,10,BP,rotate_-10,layer3_flat,0.24835485219955444,0.70477635062416,-3.0934810638427734e-05,0.999875456599145,0.17844216525554657,-0.00023977458477020264,0.9986580927821629,2.1163218021392822,0.02491526 0.01676526 0.17365111 0.40725562 0.02723595 0.06700493 0.28317189 0.00000000 0.00000000 0.00000000
11,10,10,BP,rotate_-10,layer4_pooled,0.40183645486831665,0.8964780587034092,0.014053106307983398,1.0362395816120524,0.06850219517946243,0.013763129711151123,1.2514315798625981,0.8515834212303162,0.00000000 0.00000000 0.00000000 0.72281742 0.00000000 0.00000000 0.27718261 0.00000000 0.00000000 0.00000000
11,10,10,BP,rotate_-10,concat,0.25032123923301697,0.7075609362210677,0.020366862416267395,1.088569144445592,0.19987305998802185,0.015016734600067139,1.081234626775527,2.33840274810791,0.11100095 0.00000000 0.13682707 0.28785104 0.00000000 0.11545639 0.30619651 0.00000000 0.00000000 0.04266803
11,10,10,BP,rotate_+10,layer2_flat,0.2642541825771332,0.7269858080831195,0.0445968359708786,1.203029111749298,0.2098250836133957,0.02588362991809845,1.1407166758659768,2.4559760093688965,0.12392539 0.03059657 0.08315799 0.23039088 0.00504508 0.20019415 0.30577964 0.00000000 0.00000000 0.02091029
11,10,10,BP,rotate_+10,layer3_flat,0.2728002667427063,0.7386477736278724,0.024414479732513428,1.0982925795645997,0.19204649329185486,0.013364553451538086,1.0747952113314128,2.28615665435791,0.04496428 0.05177612 0.05245226 0.38587555 0.08163425 0.08102763 0.30226994 0.00000000 0.00000000 0.00000000
11,10,10,BP,rotate_+10,layer4_pooled,0.49403730034828186,0.9940194166597369,0.10625395178794861,1.2740033892175828,0.06633101403713226,0.011591948568820953,1.2117673816576175,0.9719958305358887,0.00000000 0.00000000 0.00000000 0.59819639 0.00000000 0.00000000 0.40180364 0.00000000 0.00000000 0.00000000
11,10,10,BP,rotate_+10,concat,0.26739946007728577,0.7312994736457641,0.037445083260536194,1.162837010448439,0.2068154215812683,0.0219590961933136,1.1187900719497137,2.3509206771850586,0.10011097 0.03138728 0.07345389 0.29358980 0.02378359 0.14973325 0.32794124 0.00000000 0.00000000 0.00000000
11,10,10,BP,scale_0.90,layer2_flat,0.2677571773529053,0.7317884630860277,0.048099830746650696,1.2189766538182434,0.2206917703151703,0.03675031661987305,1.1997935532278161,2.396311044692993,0.21841794 0.00416429 0.03931370 0.20015946 0.00000000 0.19974506 0.27123865 0.00000000 0.00000000 0.06696084
11,10,10,BP,scale_0.90,layer3_flat,0.2560473680496216,0.7156079485998204,0.007661581039428711,1.0308454889131133,0.18625201284885406,0.0075700730085372925,1.0423661899756635,2.275019884109497,0.08541647 0.02036872 0.11138339 0.39025465 0.03829283 0.07527551 0.27900848 0.00000000 0.00000000 0.00000000
11,10,10,BP,scale_0.90,layer4_pooled,0.5585416555404663,1.05692162012182,0.17075830698013306,1.440344608951473,0.11340998858213425,0.05867092311382294,2.071829097022418,1.1858365535736084,0.04116003 0.00000000 0.00000000 0.56193048 0.00000000 0.00000000 0.39690951 0.00000000 0.00000000 0.00000000
11,10,10,BP,scale_0.90,concat,0.26365870237350464,0.7261662376804703,0.033704325556755066,1.1465696196922897,0.21334657073020935,0.02849024534225464,1.1541210195664582,2.2440590858459473,0.17405157 0.00046088 0.08732247 0.29095468 0.00000000 0.14688918 0.29351750 0.00000000 0.00000000 0.00680368
11,10,10,BP,scale_1.10,layer2_flat,0.2530724108219147,0.7114385578838339,0.033415064215660095,1.1521235903637037,0.20709291100502014,0.0231514573097229,1.1258631855109067,2.38671875,0.06502104 0.00000000 0.17607436 0.20042999 0.01041982 0.20975170 0.30587277 0.00000000 0.00000000 0.03243031
11,10,10,BP,scale_1.10,layer3_flat,0.2740802764892578,0.7403786551343277,0.02569448947906494,1.1034458927310002,0.19292443990707397,0.014242500066757202,1.0797086716173196,2.113903522491455,0.01030961 0.02521388 0.10797122 0.38729966 0.03402898 0.10501433 0.33016235 0.00000000 0.00000000 0.00000000
11,10,10,BP,scale_1.10,layer4_pooled,0.4018145799636841,0.8964536574343195,0.01403123140335083,1.0361831714935836,0.04626233130693436,-0.008476734161376953,0.8451428776012021,0.9090571999549866,0.00000000 0.00000000 0.00000000 0.67564255 0.00000000 0.00000000 0.32435745 0.00000000 0.00000000 0.00000000
11,10,10,BP,scale_1.10,concat,0.260774701833725,0.7221837741651704,0.030820325016975403,1.1340279991339415,0.2054394632577896,0.0205831378698349,1.1113466787058872,2.1739988327026367,0.04695144 0.00000000 0.15235488 0.28277388 0.01319096 0.16266851 0.34206027 0.00000000 0.00000000 0.00000000
11,10,10,BP,horizontal_flip,layer2_flat,0.22775274515151978,0.6749114684927494,0.008095398545265198,1.0368546678283412,0.19149574637413025,0.007554292678833008,1.0410690060724745,2.3773553371429443,0.16514046 0.00000000 0.16848968 0.28511292 0.00254487 0.15082876 0.21297127 0.00000000 0.00000000 0.01491208
11,10,10,BP,horizontal_flip,layer3_flat,0.24615949392318726,0.7016544647092147,-0.0022262930870056152,0.9910369545947277,0.16802798211574554,-0.010653957724571228,0.940374736618414,2.002851963043213,0.16246997 0.01000311 0.12511086 0.36263072 0.00000000 0.01211552 0.32766980 0.00000000 0.00000000 0.00000000
11,10,10,BP,horizontal_flip,layer4_pooled,0.362517386674881,0.8514897376655587,-0.02526596188545227,0.9348451603732126,0.0449647456407547,-0.00977431982755661,0.8214379484970118,0.9617539644241333,0.00936113 0.00000000 0.00000000 0.68318170 0.00000000 0.00000000 0.30745718 0.00000000 0.00000000 0.00000000
11,10,10,BP,horizontal_flip,concat,0.23432588577270508,0.6845814572024356,0.004371508955955505,1.0190103315990378,0.18575529754161835,0.0008989721536636353,1.004863085706005,2.1707515716552734,0.15897880 0.00000000 0.14529261 0.33020461 0.00000000 0.08502758 0.28049636 0.00000000 0.00000000 0.00000000
11,10,10,MSP,original,layer2_flat,0.16434043645858765,0.573306962208881,0.0,1.0,0.1199849396944046,-1.4901161193847656e-08,0.9999998758080857,1.969622254371643,0.02965748 0.00000000 0.07701601 0.52518916 0.00000000 0.16379912 0.17191380 0.00566622 0.00000000 0.02675824
11,10,10,MSP,original,layer3_flat,0.18697954714298248,0.6115219491448897,0.0,1.0,0.09382645785808563,0.0,1.0,1.7048375606536865,0.07096222 0.08293666 0.02358309 0.64565182 0.00000000 0.05577401 0.12109226 0.00000000 0.00000000 0.00000000
11,10,10,MSP,original,layer4_pooled,0.27428022027015686,0.7406486620120999,0.0,1.0,0.046104129403829575,3.725290298461914e-09,1.000000080801669,1.4108928442001343,0.11403670 0.09356251 0.00000000 0.67957085 0.00000000 0.00000000 0.11282993 0.00000000 0.00000000 0.00000000
11,10,10,MSP,original,concat,0.17245298624038696,0.58728695922928,0.0,1.0,0.11197783797979355,0.0,1.0,1.7534153461456299,0.05426130 0.00000000 0.05925553 0.58865869 0.00000000 0.12876885 0.16645610 0.00000000 0.00000000 0.00259947
11,10,10,MSP,rotate_-10,layer2_flat,0.20445139706134796,0.639455075922223,0.040110960602760315,1.2440723748024356,0.1571911871433258,0.03720623254776001,1.3100908165766387,2.242981195449829,0.08642612 0.00000000 0.05793554 0.40036830 0.00000000 0.16949539 0.22111873 0.00000000 0.00000000 0.06465591
11,10,10,MSP,rotate_-10,layer3_flat,0.19558046758174896,0.6254286011716269,0.00860092043876648,1.0459992580479585,0.1090053915977478,0.01517893373966217,1.1617766894968882,1.7285830974578857,0.05046329 0.09008349 0.11189362 0.62358177 0.00000000 0.00898222 0.11499556 0.00000000 0.00000000 0.00000000
11,10,10,MSP,rotate_-10,layer4_pooled,0.2813621461391449,0.7501495132827121,0.007081925868988037,1.0258200385794745,0.04737793654203415,0.001273810863494873,1.0276289994598071,1.3462069034576416,0.07569308 0.14378859 0.00000000 0.69702864 0.00000000 0.00000000 0.08348966 0.00000000 0.00000000 0.00000000
11,10,10,MSP,rotate_-10,concat,0.20108027756214142,0.6341613005571082,0.028627291321754456,1.1660005543869452,0.1422407627105713,0.03026292473077774,1.2702581624764753,2.0758166313171387,0.07742467 0.00902455 0.08054160 0.50781542 0.00000000 0.10494059 0.19349650 0.00000000 0.00000000 0.02675662
11,10,10,MSP,rotate_+10,layer2_flat,0.20899958908557892,0.6465285594396878,0.04465915262699127,1.2717478034565963,0.15304680168628693,0.03306184709072113,1.275549940422842,2.0936293601989746,0.06333992 0.03911222 0.05650076 0.45144528 0.00000000 0.15299134 0.23661053 0.00000000 0.00000000 0.00000000
11,10,10,MSP,rotate_+10,layer3_flat,0.210439532995224,0.6487519294695376,0.023459985852241516,1.1254681927011851,0.11138547956943512,0.017559021711349487,1.1871436065264311,1.845147728919983,0.08423430 0.09526683 0.00000000 0.58764797 0.01815711 0.06430313 0.15039062 0.00000000 0.00000000 0.00000000
11,10,10,MSP,rotate_+10,layer4_pooled,0.35488787293434143,0.8424818964634687,0.08060765266418457,1.2938879536573757,0.05728422850370407,0.011180102825164795,1.242496797420593,1.3632235527038574,0.00000000 0.18741949 0.00000000 0.60434055 0.00000000 0.00000000 0.20823999 0.00000000 0.00000000 0.00000000
11,10,10,MSP,rotate_+10,concat,0.2095385193824768,0.6473615981543496,0.037085533142089844,1.215047207649859,0.13932543992996216,0.02734760195016861,1.244223343148126,1.919944405555725,0.07991856 0.06650097 0.00581087 0.52259666 0.00000000 0.12029947 0.20487343 0.00000000 0.00000000 0.00000000
11,10,10,MSP,scale_0.90,layer2_flat,0.2072172462940216,0.6437658678339845,0.04287680983543396,1.2609023728982103,0.1643161177635193,0.04433116316795349,1.369472683612803,2.3391165733337402,0.10368695 0.02053290 0.06737962 0.40312040 0.00000000 0.18129170 0.17788246 0.00000000 0.00000000 0.04610589
11,10,10,MSP,scale_0.90,layer3_flat,0.19109047949314117,0.618207860663614,0.004110932350158691,1.0219860001425347,0.10285929590463638,0.00903283804655075,1.0962717580164523,1.8078374862670898,0.09518755 0.10112890 0.03534920 0.62516546 0.00794773 0.03441441 0.10080677 0.00000000 0.00000000 0.00000000
11,10,10,MSP,scale_0.90,layer4_pooled,0.39559492468833923,0.8894885324593446,0.12131470441818237,1.442302052617025,0.07399274408817291,0.027888618409633636,1.604905049137727,1.304993748664856,0.00000000 0.24001093 0.00000000 0.62632334 0.00000000 0.00000000 0.13366571 0.00000000 0.00000000 0.00000000
11,10,10,MSP,scale_0.90,concat,0.20155765116214752,0.6349136180019256,0.02910466492176056,1.1687686920133815,0.14574556052684784,0.03376772254705429,1.3015571934229175,2.0628371238708496,0.09851878 0.05092525 0.06034075 0.52084434 0.00000000 0.11400010 0.15477894 0.00000000 0.00000000 0.00059188
11,10,10,MSP,scale_1.10,layer2_flat,0.20747964084148407,0.6441733320178414,0.04313920438289642,1.2624990252688335,0.15762147307395935,0.037636518478393555,1.3136769822928347,2.026545286178589,0.02337225 0.01963854 0.07800518 0.41472322 0.00136044 0.18194707 0.28095344 0.00000000 0.00000000 0.00000000
11,10,10,MSP,scale_1.10,layer3_flat,0.21620218455791473,0.6575746110638925,0.02922263741493225,1.156287882077442,0.11714564263820648,0.02331918478012085,1.2485352779185488,1.772505760192871,0.05743494 0.10890272 0.00570036 0.58635718 0.00000000 0.06180551 0.17979932 0.00000000 0.00000000 0.00000000
11,10,10,MSP,scale_1.10,layer4_pooled,0.29292115569114685,0.7654033651495751,0.01864093542098999,1.0679631050411194,0.058775320649147034,0.012671194970607758,1.274838635021142,1.5178306102752686,0.08640217 0.09011244 0.00000000 0.61704278 0.00000000 0.00000000 0.20644256 0.00000000 0.00000000 0.00000000
11,10,10,MSP,scale_1.10,concat,0.21067988872528076,0.649122313166449,0.0382269024848938,1.221665645333544,0.14487868547439575,0.0329008474946022,1.2938157057492516,1.9790860414505005,0.03687711 0.05825873 0.04003888 0.49263972 0.00000000 0.12717769 0.24500790 0.00000000 0.00000000 0.00000000
11,10,10,MSP,horizontal_flip,layer2_flat,0.19523897767066956,0.6248823532004557,0.03089854121208191,1.1880154505959344,0.1491917371749878,0.029206782579421997,1.2434203744763341,2.0049097537994385,0.10823980 0.00000000 0.09419419 0.50773907 0.00000000 0.07350582 0.19942068 0.00000000 0.01690036 0.00000000
11,10,10,MSP,horizontal_flip,layer3_flat,0.2138807773590088,0.6540348268387682,0.026901230216026306,1.1438725819317082,0.12797857820987701,0.03415212035179138,1.3639924295456527,1.9338171482086182,0.18184198 0.06487063 0.00000000 0.48590142 0.00000000 0.00000000 0.21810125 0.00798162 0.00000000 0.04130309
11,10,10,MSP,horizontal_flip,layer4_pooled,0.2598458230495453,0.7208964184257615,-0.014434397220611572,0.9473735393447564,0.06615854054689407,0.020054414868354797,1.4349809170604189,1.4491419792175293,0.28413761 0.00000000 0.00000000 0.53218389 0.00000000 0.00000000 0.18367852 0.00000000 0.00000000 0.00000000
11,10,10,MSP,horizontal_flip,concat,0.20189020037651062,0.635437172939246,0.029437214136123657,1.170697039104441,0.1433068811893463,0.031329043209552765,1.2797789613952568,1.9615209102630615,0.15374263 0.00894418 0.05581047 0.51149660 0.00000000 0.03166837 0.21585903 0.00000000 0.00000000 0.02247870
12,10,10,BP,original,layer2_flat,0.3443000316619873,0.8298192955842704,0.0,1.0,0.24005226790905,0.0,1.0,2.4471068382263184,0.10780424 0.15810771 0.08942922 0.18249159 0.00000000 0.13757047 0.32459673 0.00000000 0.00000000 0.00000000
12,10,10,BP,original,layer3_flat,0.35282373428344727,0.8400282546241492,0.0,1.0,0.24105636775493622,2.9802322387695312e-08,1.0000001236321876,1.9293214082717896,0.03417671 0.04345526 0.02256280 0.35880074 0.00000000 0.12735993 0.41301286 0.00000000 0.00063171 0.00000000
12,10,10,BP,original,layer4_pooled,0.39134934544563293,0.8847026002512177,0.0,1.0,0.1016867607831955,7.450580596923828e-09,1.000000073269923,1.2031364440917969,0.00000000 0.15936711 0.00000000 0.00000000 0.10349901 0.00000000 0.71991730 0.01721654 0.00000000 0.00000000
